clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log
8b404835-dff5-4027-ae73-bf4ab5b370d5,117,3,979.03,326.34,4.770684624465665,5.790999386077738
8b7a0b2a-610c-4760-862c-17807f324580,304,2,1268.24,634.12,5.720311776607412,6.453813957416858
8baf4a0e-d5c2-4ae6-af30-7bc9a18917b9,209,7,5167.41,738.2,5.3471075307174685,6.605568520327474
8bb5fbc3-37ea-40b7-a6d7-ca39f243ae3b,12,8,4643.39,580.42,2.5649493574615367,6.365473387257921
8bf6fb78-89f9-498a-8f6c-2cd38af272d0,65,7,4959.63,708.52,4.189654742026425,6.5645886850681965
8bf81c16-308b-4b91-a509-231db897313f,45,3,3144.65,1048.22,3.828641396489095,6.955802309953623
8c066a28-84c2-4391-9f75-45a5aa7047dc,9,11,8784.18,798.56,2.302585092994046,6.684061576362446
8c0d51e1-b450-492b-b192-6c990c0c39a7,91,6,7262.87,1210.48,4.5217885770490405,7.0995980316597285
8c235117-aee2-4d65-b180-712635a8183f,170,5,2798.84,559.77,5.14166355650266,6.329310839282338
8c3314ac-0a54-444f-a7e6-a6747fa79122,55,3,3684.5,1228.17,4.02535169073515,7.114094423840696
8c4eaad0-b05b-4422-9f49-4079d79feccc,58,15,10336.73,689.12,4.07753744390572,6.536865495513663
8c51add4-f878-4948-9618-e8388a306468,19,9,6554.54,728.28,2.995732273553991,6.5920577460573195
8c55827e-ea94-40e9-b029-75cd7329103a,107,2,2506.25,1253.12,4.68213122712422,7.134189410394413
8c638189-e0e0-4d89-a26e-0ef7067ec8f9,26,10,5605.14,560.51,3.295836866004329,6.330629583458914
8c84f086-26c7-4328-9db4-b2d1869d4717,8,12,4623.07,385.26,2.1972245773362196,5.956510717844453
8cbf6382-2641-46bb-8651-5cf20f0c9fa0,122,12,10125.55,843.8,4.812184355372417,6.739099912951997
8ce5761a-bfe6-4c3a-84a1-ee8696915d78,41,5,3559.98,712.0,3.7376696182833684,6.569481420414296
8ceb25cf-6086-4edc-a099-e9f3125c6319,187,5,3913.18,782.64,5.236441962829949,6.663949731219831
8cf5ef66-0a1c-40f3-990d-e7be26700ff9,144,8,7827.4,978.42,4.976733742420574,6.8869605597254315
8d01beb9-fb66-48b9-befb-973f37218e6b,14,8,8186.990000000001,1023.37,2.70805020110221,6.931833068461167
8d14b18e-2a41-49c7-996f-f8bda3cab06d,44,13,8136.33,625.87,3.8066624897703196,6.440739182612607
8d261fc0-e0ab-42dd-92e7-35dd95ceb861,55,2,986.76,493.38,4.02535169073515,6.2033044522508
8d35004b-1427-486f-9a61-5d2252af285a,76,6,3651.96,608.66,4.343805421853684,6.412901424725845
8d421f64-3715-4072-a8d6-6853c6596517,107,4,2554.82,638.71,4.68213122712422,6.461014948661562
8d50b63a-972a-4a78-bdf2-7b33bbdb2e81,414,1,1154.08,1154.08,6.028278520230698,7.051924884626513
8d5d45ce-6c0c-4014-9eb1-a2ef3f87dacb,214,11,12074.15,1097.65,5.3706380281276624,7.001837432343276
8d66dc46-2283-4620-9304-36b28a9696a6,172,2,1862.55,931.28,5.153291594497779,6.837633198750329
8d6a4661-3994-4698-aef6-7c4057de2d85,97,12,9527.91,793.99,4.584967478670572,6.678329535958868
8d8eb3c8-4cd2-4976-8cc0-26b438c9df7f,128,6,5960.87,993.48,4.859812404361672,6.90221998748346
8d9f4c53-fcf9-4da5-ab10-f5deceb3097c,39,9,5641.55,626.84,3.6888794541139363,6.442285356936944
8deb7ab2-7273-482c-a159-fe712e15442f,69,1,1715.75,1715.75,4.248495242049359,7.448188247500786
8dec7e93-d330-417c-86e4-4ff59bf3edba,24,11,7647.63,695.24,3.2188758248682006,6.545694428481259
8e1ec192-6918-4dc1-8d86-c6dc350d7f1c,378,4,2537.52,634.38,5.937536205082426,6.454223245104586
8e1f28d1-3d8c-4561-8119-39158f10cf6f,167,2,1480.42,740.21,5.123963979403259,6.60828398595538
8e2fcfc6-6fdf-4436-a4c5-8caa9230dcdc,73,4,2943.45,735.86,4.304065093204169,6.602397914850348
8e3c6ddf-d8c7-4604-bc95-9207f7a34e3e,81,4,2564.62,641.16,4.406719247264253,6.464837493823321
8e4f7f25-eac0-4879-96d9-71e82ae074a0,25,4,1883.36,470.84,3.258096538021482,6.156639945066966
8e64fbb2-bfca-4584-912d-2b61f1aaf01e,89,13,9485.34,729.64,4.499809670330265,6.593920862383423
8e6914b9-e193-4c62-aaae-7bb80892ff77,335,1,698.68,698.68,5.817111159963204,6.5506230876646105
8ea86a54-4882-4c98-bf50-f88076e70c51,138,3,2424.92,808.31,4.9344739331306915,6.696182032782663
8ec7c124-ad7a-4c5b-9eb2-94405a1f03c7,3,11,9033.21,821.2,1.3862943611198906,6.711983674463778
8eca6ee4-5a9a-4d01-a484-fb918e4726d6,126,5,3782.03,756.41,4.844187086458591,6.629904718443646
8ede6012-e59e-4011-ac79-5e47337ae4af,60,9,4677.97,519.77,4.110873864173311,6.255308485548567
8efc9529-a886-48d9-b796-4d2b84404b3a,7,10,10362.81,1036.28,2.0794415416798357,6.944357181426685
8f1992f6-0584-4341-9669-fafbeea8e4d0,68,3,3071.63,1023.88,4.23410650459726,6.932330811548178
8f311866-c582-4f7a-ab4f-cf8a29bd93e9,124,13,9956.04,765.85,4.8283137373023015,6.6422912150967885
8f3c1825-7adb-4f2b-bd77-8d557cdfc90b,121,5,3520.67,704.13,4.804021044733257,6.558382182976322
8f4c1b26-d5aa-488a-9f45-b0f22f31b7db,54,2,2211.05,1105.53,4.007333185232471,7.008984271640512
8f8b785c-4287-4323-83d9-ae0840a16ead,51,7,5500.51,785.79,3.9512437185814275,6.667961376723916
8fdbba65-1701-4fc9-ad70-21b5ff859184,139,2,2340.54,1170.27,4.941642422609304,7.065843909180589
8fe3d028-6732-41cc-9be7-36c561f03f9f,151,13,5958.96,458.38,5.0238805208462765,6.129877754261608
8fe8e5de-0645-447c-ae8f-b5ded9f31ee4,4,10,9804.83,980.48,1.6094379124341003,6.889061636534883
8fefbef0-dd20-461f-8a80-d5438d5d938c,85,8,9076.02,1134.5,4.454347296253507,7.034828361545613
901270bf-d05a-4568-9f02-976157d0dfe6,33,4,1266.67,316.67,3.5263605246161616,5.761013108110473
9012da76-8753-4d4b-a7c4-1f0105babfdc,12,11,5599.75,509.07,2.5649493574615367,6.23454797120174
90608984-d7ed-49ab-ad20-e6ec69459b0e,27,9,7247.809999999999,805.31,3.332204510175204,6.692468283945706
9065281a-95d2-4cb6-9163-073ec253fc3e,231,1,683.46,683.46,5.44673737166631,6.528630206205813
906bcd84-3461-4c7b-9fe7-53f63e1fc0f5,423,2,846.36,423.18,6.049733455231958,6.0501578934472
90972aca-4b28-43b0-ae99-af1ebe2001a2,191,3,3190.76,1063.59,5.2574953720277815,6.970345027495217
9098d0c3-5ad0-44e5-8b53-682d782344c5,5,12,8439.92,703.33,1.791759469228055,6.557246996329082
90baf1be-2ba4-4e7a-94fc-6cdb5055ea50,16,11,8715.42,792.31,2.833213344056216,6.6762140658001705
90c7621c-c1eb-47ec-9a6b-3309e7c296a3,38,13,10108.37,777.57,3.6635616461296463,6.657458903737908
90e842bc-e606-47de-b7e9-7150867f57c5,6,5,6740.77,1348.15,1.9459101490553132,7.207230043502869
90fb9d62-7de7-40c3-a151-62be743de8fd,659,1,155.13,155.13,6.492239835020471,5.050688993553429
910ae361-8845-463a-a3a7-80aee5ccce0e,168,3,2355.05,785.02,5.1298987149230735,6.666982237398101
91256b62-4f1b-4a6e-84a6-6d904335c1fd,7,12,10597.61,883.13,2.0794415416798357,6.784604110649084
912ee8ae-db9a-48c4-a37d-f112434d7af3,9,11,4703.34,427.58,2.302585092994046,6.060477418394936
91454286-40a4-48ba-95aa-b4ad7a9844d9,161,4,1530.22,382.56,5.087596335232384,5.949496062285481
9146e1c2-f816-41ac-9bb5-7dfb0a82548a,150,1,279.05,279.05,5.017279836814924,5.634968158655841
91599099-462e-451d-9d1a-08b251f3d85b,61,3,1292.76,430.92,4.127134385045092,6.068240385910031
9168bf85-ce4b-43bd-9f98-929a71b6bd0e,80,7,5661.77,808.82,4.394449154672439,6.6968120007492455
917a55b6-5eb7-4e23-92c2-c7d3a31012e9,423,3,2065.96,688.65,6.049733455231958,6.536184222521529
918f23df-8da3-48fa-881f-c04c10b7601d,132,8,3055.78,381.97,4.890349128221754,5.947956657131048
91b0e77e-a0fa-48c2-9b04-9dc9bc7d39b5,52,9,8045.07,893.9,3.970291913552122,6.796711980188812
91c3e43c-8c74-465f-90ad-f2d55d4ac555,186,11,11701.65,1063.79,5.231108616854587,6.970532875601791
91c6edc8-48a3-4420-a410-e3b7f68ce1c5,246,7,7712.92,1101.85,5.5093883366279774,7.005653017258597
91dbea48-1a4d-445f-81ec-8a44247d4627,120,2,1821.2,910.6,4.795790545596741,6.815201297371529
91de5aae-9f17-4432-8266-bd6566b0ccba,27,11,10497.83,954.35,3.332204510175204,6.862077765485484
92014bef-76b3-4e20-a64d-5f8b0b582688,236,8,5985.0,748.12,5.4680601411351315,6.6188991843025455
920e994d-cafb-4516-8117-210fa0f9251e,6,10,9303.95,930.4,1.9459101490553132,6.836688830548277
920ec3b2-96f3-4815-91fb-a41d118657a7,64,2,2195.07,1097.54,4.174387269895637,7.001737304452568
92132c54-8852-4ec8-9c03-3adacf0f8009,188,5,6812.75,1362.55,5.241747015059643,7.217846871947003
923404f5-5568-4b67-a722-42b6253f5a84,183,11,7695.49,699.59,5.214935757608986,6.551922837181645
92483584-98a6-46a3-b25d-719f49313397,104,10,6631.13,663.11,4.653960350157523,6.498447798406494
9252e50d-f006-4c93-8ec5-8249e7d489d5,92,9,5356.33,595.15,4.532599493153256,6.390492313252141
9259e827-8114-4f89-9972-123b5f0ebcca,660,2,681.6600000000001,340.83,6.493753839851687,5.834313537455971
925f0708-1389-4dac-b52c-09113bdbf9e2,20,7,6124.99,875.0,3.044522437723423,6.775366090936392
926e958c-efc6-4840-8bb9-5207997cb7de,46,2,1325.52,662.76,3.8501476017100584,6.49792063835603
9276f027-a444-4c6c-aa08-4fc016c1c61a,89,10,8215.37,821.54,4.499809670330265,6.712397113675864
92c9260d-f7a2-410f-934f-cd7f90ac93a4,538,1,961.92,961.92,6.289715570908998,6.869970334619379
92f6fd2b-57d7-49ed-a0be-336569b89034,525,1,385.96,385.96,6.26530121273771,5.958321328514728
92fda019-2ced-4523-b009-2d952abe5f0a,129,3,4009.19,1336.4,4.867534450455582,7.198482709619878
93377bf1-815e-49a4-b796-1551fdcee7bb,37,5,3890.81,778.16,3.6375861597263857,6.658216416308395
933cd519-9637-46e1-82c5-e5830122be57,294,4,2770.58,692.64,5.68697535633982,6.541953093930348
934f1c02-2b4d-4188-86f1-7322cd2a576d,476,2,1234.34,617.17,6.1675164908883415,6.426763500536024
93654182-80c1-4dec-ad05-2c9ca1deb1ad,1,9,6362.62,706.96,0.6931471805599453,6.562387594922553
936bf28d-6e7d-4304-bae4-5a80d625f3bd,75,10,6548.81,654.88,4.330733340286331,6.485977845381668
93c5d2aa-54fd-4d5e-b9a6-8284e412add6,34,10,7546.73,754.67,3.5553480614894135,6.627604772945703
93fa737b-20d6-4e7d-81c2-146087d2dd7b,15,8,5136.05,642.01,2.772588722239781,6.46616027621622
9419bb4a-de85-4f0b-a2e3-80fd073bcfac,362,3,3709.13,1236.38,5.8944028342648505,7.120751520044011
944b9daa-b64b-485d-b794-471b31d8e893,125,10,7577.86,757.79,4.836281906951478,6.631725059270804
944c7454-bad1-4c37-8fbb-d4e84155f9e6,65,9,4671.469999999999,519.05,4.189654742026425,6.253924960799142
9477b45e-179d-4eba-a19f-403a46121da2,188,2,1010.05,505.02,5.241747015059643,6.226576194198046
94949d2d-b458-40ba-a5e8-056da539a2f6,263,1,527.9,527.9,5.575949103146316,6.270799378071934
94d96750-2554-4f0b-8ed9-bce8d570e29a,35,12,10493.33,874.44,3.58351893845611,6.774726617110188
94f7f438-405e-4200-ace9-2f5d561db48d,225,6,5673.44,945.57,5.420534999272286,6.852844924597232
954f7511-d00b-4132-9839-79e5bb50e7ac,142,9,4259.06,473.23,4.962844630259907,6.161692436075576
9550c7eb-a215-409e-9f3f-6c7e508acace,40,8,3480.05,435.01,3.713572066704308,6.07766517886583
955f74c3-734c-4abb-ac0b-f78576771774,121,4,2636.39,659.1,4.804021044733257,6.492391338694725
9576f7dd-6a78-477b-a02c-55073c0c26e5,24,9,6488.2300000000005,720.91,3.2188758248682006,6.581900477383291
957d9051-139c-4294-ae2a-3b6c95125ef9,62,10,7149.889999999999,714.99,4.143134726391533,6.573666200382666
9598a811-4958-403b-8c8f-e72cf4ff293b,54,11,9837.02,894.27,4.007333185232471,6.7971253487574606
95acc0d4-772b-4d00-958f-7cff02c78f43,229,1,677.61,677.61,5.438079308923196,6.5200465884631855
95aea164-093b-469c-b829-7d39f66eb0a5,226,2,1065.58,532.79,5.424950017481403,6.2800025031868545
95b6199a-a36e-4a24-b8f6-2ec38e8c6988,36,14,6144.29,438.88,3.6109179126442243,6.086501962442734
95bdf16f-6154-487c-8be9-8c0bff31d9bb,80,4,3754.04,938.51,4.394449154672439,6.845358462756426
95f05d66-9b94-415c-a77c-484d391d0ff8,64,8,6197.07,774.63,4.174387269895637,6.653675602352275
96052a53-72a2-40d2-956f-361a0167080e,211,3,2841.44,947.15,5.356586274672012,6.854512717586418
9622b4bd-6307-459c-9be6-d5b7da1b2574,90,9,4967.27,551.92,4.51085950651685,6.315213325596156
965bb3ad-8677-4813-baf1-cceecb57bf88,474,3,1249.93,416.64,6.163314804034641,6.03461981742191
96a40453-01aa-46be-9f9b-be9357af79c2,279,4,1095.7,273.92,5.634789603169249,5.616480146253404
96b9840a-987a-4981-9c48-dea3b33d075f,39,8,5589.14,698.64,3.6888794541139363,6.550565917038862
96c2e286-1c39-4855-9660-9340f977d92c,4,9,7130.21,792.25,1.6094379124341003,6.676138430463305
96e88b33-ed09-4ee9-ba2c-844e89dbe563,23,12,7366.85,613.9,3.1780538303479458,6.421459652959424
96ed1104-233c-4b15-982b-ab3dfff5df98,96,10,11778.12,1177.81,4.574710978503383,7.072260734030815
9706b8c7-3120-4ebf-9e94-b1ef59961f6f,107,8,7827.48,978.44,4.68213122712422,6.88698097976566
9739f987-f446-424b-a732-c7d652044466,307,6,5831.41,971.9,5.730099782973575,6.880281301981382
9771b128-8730-4232-b495-b6102823df99,71,6,4191.71,698.62,4.276666119016055,6.550537330500261
978b4a3a-6496-4e36-a6b6-e52f0732bc55,5,2,3835.25,1917.62,1.791759469228055,7.55936145659721
97a5f8fa-c226-4e58-ae43-bccaeb2e1290,25,10,6561.73,656.17,3.258096538021482,6.487942736916698
97bdd334-1c3a-4cdf-8714-ea8f3cf1404e,100,10,6100.24,610.02,4.61512051684126,6.4151296918600975
97c4eb0f-e40e-42b6-9612-b33fdb3b9210,66,9,6603.51,733.72,4.204692619390966,6.599489474251092
97e3fe26-dc8b-4281-981e-c7cf48895ef3,33,5,1605.3200000000002,321.06,3.5263605246161616,5.77473786358985
97e79ca8-34ab-417d-a7a3-79b3be2a2385,129,9,6668.14,740.9,4.867534450455582,6.60921446319548
97fb5e78-8fe0-4295-8472-3ea0e1478ecc,50,10,5383.5,538.35,3.9318256327243257,6.290364710821438
981275f7-0c11-41f3-990e-45497ccbe0d8,3,4,1986.73,496.68,1.3862943611198906,6.2099573002067645
98223df2-0563-4f58-958d-e428628c3788,137,4,3995.88,998.97,4.927253685157205,6.907725278532128
98310a53-785a-4983-b34b-9b999d2d6779,8,6,4928.1900000000005,821.37,2.1972245773362196,6.712190415436319
9842afa6-93b1-4c6b-9051-0586522863b3,136,1,778.54,778.54,4.919980925828125,6.6587040021267425
9862061b-8261-4d42-bc38-adbb190f9b39,176,3,2269.34,756.45,5.176149732573829,6.629957528604333
98af95e8-7ef6-4ac6-850c-52dde51ef382,153,7,2902.27,414.61,5.0369526024136295,6.0297473205332865
98cd83e8-d94c-4328-8dc3-852a41866dc2,337,2,1622.74,811.37,5.823045895483019,6.699955901402527
9938c872-6daf-450c-bb9a-b0808e4636e4,4,7,4726.72,675.25,1.6094379124341003,6.516562830160691
9946ae77-22e3-4635-a785-29ed40d6c635,63,6,6881.61,1146.94,4.1588830833596715,7.045724310705297
994ae1d8-8dfe-4d33-9b88-388c2d6b5762,192,8,8897.84,1112.23,5.262690188904886,7.015020978623859
9955b914-2e55-4b87-81b5-66f7e0eb5e7f,347,4,1810.48,452.62,5.8522024797744745,6.11725984315229
995c574f-56be-4127-8806-70dd962c51cd,97,8,6881.34,860.17,4.584967478670572,6.758291929769657
996bc350-1b5c-459a-8c59-e2507a6c20da,73,7,3177.56,453.94,4.304065093204169,6.120165542123716
9976930b-ff06-44e2-85bb-d118eb9c7321,33,6,3828.98,638.16,3.5263605246161616,6.4601548142711875
9996c6fc-d0ed-4798-8cd3-1544c7722755,65,5,3939.14,787.83,4.189654742026425,6.670550835019571
99a1ed01-a5e3-4132-b91e-fae8959b456c,237,7,7440.309999999999,1062.9,5.472270673671475,6.96969668052232
99ab2240-a3b8-4987-af89-53a7ccce42c8,84,7,4407.87,629.7,4.442651256490317,6.446830313669605
99c02181-44c5-423e-b2ad-fda4eaf902c6,5,11,9134.99,830.45,1.791759469228055,6.723171164533923
99c3dfa4-05ed-4dc9-b20a-b389c4472f8d,15,3,1895.8700000000003,631.96,2.772588722239781,6.450407228994293
99dd9305-805f-40f0-bb64-dcc5605c3578,146,2,1593.6,796.8,4.990432586778736,6.681857939471306
99e72b91-ca8a-4bab-b3b7-052b507d1224,324,4,5128.83,1282.21,5.783825182329737,7.157120030099341
99f84a2d-8c09-4e41-bb19-84369aa1ed06,77,7,5327.18,761.03,4.356708826689592,6.635985924990405
9a02081e-0ad2-4e6a-935e-2e144df6e2f8,30,3,2562.23,854.08,3.4339872044851463,6.75119503181108
9a0ca63c-90f8-408a-a2eb-96473764a8f3,165,4,2701.48,675.37,5.111987788356544,6.516740263586657
9a2ac7bf-24d7-4a7f-acf6-0acebbcddbd2,38,6,6736.91,1122.82,3.6635616461296463,7.024488875280727
9a4cd609-4038-4386-a58f-54636be01844,130,13,12660.16,973.86,4.875197323201151,6.882293870944263
9a92548e-91b4-438f-a5ec-da0ce78fd013,42,5,5690.57,1138.11,3.7612001156935624,7.038002534727836
9a92c3ee-e821-4a51-8574-902972a80181,49,9,5533.33,614.81,3.912023005428146,6.422938474397197
9ad8ca5a-95cf-4f4b-b704-96fb2fa2d298,281,5,4537.39,907.48,5.641907070938114,6.811772873284607
9adc2bbe-81a7-41a9-b56a-e5c42aa49914,323,1,112.55,112.55,5.780743515792329,4.732243268551567
9ae60394-3212-49ae-a3a6-426ff81a907a,12,4,2434.2,608.55,2.5649493574615367,6.412720980011155
9af0d255-2b1c-4d68-8c4b-172e03d19118,21,8,4133.52,516.69,3.091042453358316,6.249376607514998
9b103c14-278e-409b-9a1d-959427c8639e,61,7,5522.21,788.89,4.127134385045092,6.671893695259879
9b3103f1-736b-4ff7-bd94-03a76ca799f7,399,1,2167.3,2167.3,5.991464547107982,7.681698729370172
9b35a90b-cd00-4ffa-b9b2-d37fd545c6ac,141,1,2420.5,2420.5,4.955827057601261,7.792142461843284
9b5f7c30-781b-42d9-bf3e-e9d4aa1684b5,353,4,3773.95,943.49,5.869296913133774,6.850645099273022
9b82ea62-41da-4306-8fd9-0a7c48d50284,146,7,4782.02,683.15,4.990432586778736,6.528177191825819
9bb34632-b79a-402c-b9e0-35e5a0f051d4,191,2,3074.35,1537.18,5.2574953720277815,7.338355178328048
9bf7e1a6-b6c7-4a4e-98bf-ea63375abe76,45,10,10344.26,1034.43,3.828641396489095,6.942572078357499
9c11d904-5e39-41bb-a13e-63935c86725c,62,8,6349.74,793.72,4.143134726391533,6.67798985135904
9c34e2e4-48d3-4488-b1e5-7bb61c428e4a,14,5,2943.67,588.73,2.70805020110221,6.379664805037875
9c5564e0-4919-4cad-85c8-74586147665a,74,4,2982.36,745.59,4.31748811353631,6.615516172337742
9c97ed81-5540-4f99-9292-1587968cc5dd,75,5,1716.93,343.39,4.330733340286331,5.841774736127377
9ca321e9-a474-4e0f-9caf-b73753f8a44c,444,2,1668.99,834.5,6.09807428216624,6.728030348035448
9cae3a6f-9515-4cdc-a6bc-dfe73e248749,69,4,3824.7,956.18,4.248495242049359,6.863991461540961
9ce83905-36f0-4961-a6c7-63e32c58ec6d,19,6,4738.03,789.67,2.995732273553991,6.6728806872922215
9ce8c9b2-bc8b-410e-8fb4-3b199166b0b3,28,14,12347.1,881.94,3.367295829986474,6.783257248125367
9d1241ca-4ff1-474a-aa03-f0d2295f5df7,10,12,13461.17,1121.76,2.3978952727983707,7.023545218630477
9d34b897-6e5b-4a05-8d59-1996edd81ee3,42,8,5509.18,688.65,3.7612001156935624,6.536184222521529
9d803c23-f466-4a1f-bdeb-b1a24400729f,126,14,11203.44,800.25,4.844187086458591,6.68617300823488
9da005da-c9b6-4986-bffe-26d7593e91a6,65,5,1567.12,313.42,4.189654742026425,5.750729671763368
9da09407-c0f9-4c85-9249-b06b42541446,520,2,1400.16,700.08,6.255750041753367,6.552622003204975
9da92118-1857-4c66-b4ba-d511dc7c7e2d,158,3,1887.27,629.09,5.0689042022202315,6.445862666325326
9dce0de1-94d4-434f-a2e8-dfdfb979446e,15,6,5186.53,864.42,2.772588722239781,6.763214938223991
9dd04781-2523-4ab6-8245-42f4d0fdd132,35,14,14022.74,1001.62,3.58351893845611,6.910371852765291
9dd74dc2-82f0-4c99-aada-939a3873831a,328,1,1541.95,1541.95,5.796057750765372,7.341451447431127
9df48460-6861-450e-908d-2000fbc9df47,88,14,11989.96,856.43,4.48863636973214,6.753939543054908
9df4ff91-6479-4023-9899-0b5126a35320,15,15,10361.04,690.74,2.772588722239781,6.5392101624729175
9e464372-41da-4ed5-af5c-e808a52deb2d,279,4,3884.01,971.0,5.634789603169249,6.879355804460439
9eafc4b7-11cc-41bc-b8c9-54873ace2d7a,96,4,1729.49,432.37,4.574710978503383,6.071591866586454
9eb1efb6-ab47-45cf-8ec0-2b55a50f1c44,46,8,6228.02,778.5,3.8501476017100584,6.658652688497831
9ebd5461-94fd-4f2a-902c-f2b18b12f43f,141,4,4595.65,1148.91,4.955827057601261,7.0474389574251886
9ec3eec1-91a4-4503-9091-a0f9566844e2,7,11,12741.2,1158.29,2.0794415416798357,7.055563027744216
9ed4152f-2a55-4f9e-a84a-a00864d74f1f,2,10,7643.34,764.33,1.0986122886681096,6.640307113361166
9ef32ebe-0312-44f1-8a95-854f2f951193,376,2,314.29999999999995,157.15,5.932245187448011,5.063543949751658
9f0ec967-e8a4-4ea8-a773-f6f318a9f537,68,2,1427.8,713.9,4.23410650459726,6.572142672772806
9f1f3a2d-9f8b-456b-827b-793e4afe93d9,50,12,9301.16,775.1,3.9318256327243257,6.6542813778600935
9f37f5dd-c11d-42e6-870e-47b97ce0a606,564,3,1717.72,572.57,6.336825731146441,6.351879986662422
9f722724-106e-43e1-9208-a60f0844e769,43,6,5435.0,905.83,3.784189633918261,6.809955001456224
9f8debaf-6d53-47d1-b531-6b89127ea087,56,12,9502.58,791.88,4.04305126783455,6.675671886098453
9f92dab8-2a1c-4d07-9828-0145c068165f,56,3,4362.43,1454.14,4.04305126783455,7.2828573949080235
9fb63c7d-eb0e-4890-9c0e-dc8113761ce7,61,8,6847.42,855.93,4.127134385045092,6.753356234981718
9fb72128-b432-4443-868a-e99cdde6715b,108,5,3721.01,744.2,4.6913478822291435,6.613652638727434
9fd6081f-09c1-40c4-8608-fbd8ddda1515,42,10,7927.1,792.71,3.7612001156935624,6.676718155236308
9fde13d7-50a9-4a5f-b439-933e32a19449,3,6,5031.84,838.64,1.3862943611198906,6.732973228545806
9fed6695-10fc-408e-a804-f7c349281b14,214,7,4640.15,662.88,5.3706380281276624,6.498101410252518
a0082031-477e-4cf1-bb15-88cc71aa1e41,27,12,12853.67,1071.14,3.332204510175204,6.977411930118625
a013f76b-0386-4735-9945-794807a79c3f,57,6,5138.44,856.41,4.060443010546419,6.753916217263579
a0211b70-ff61-42d7-aea3-86c897900e5f,54,8,4775.62,596.95,4.007333185232471,6.393507138414817
a04c61eb-edb0-4536-bda8-7cd159a8fbe4,17,9,4843.68,538.19,2.8903717578961645,6.2900680134320535
a0542ede-721e-42d3-9b1d-d85a104850b0,17,13,13312.43,1024.03,2.8903717578961645,6.932477159436884
a05cd739-6652-4ee8-9d6e-6f4f51ead55f,47,10,7746.05,774.6,3.8712010109078907,6.653636923368497
a0696b0b-cdf4-4fc4-baec-d8673b05e1be,186,5,1188.04,237.61,5.231108616854587,5.474830419933934
a09e44aa-6278-467a-af12-5aeefc80b656,32,9,4933.97,548.22,3.4965075614664802,6.30849908983672
a0a93fbe-4f70-4232-bf3b-4824aa32109b,76,3,631.12,210.37,4.343805421853684,5.353610152296746
a0bb3097-2093-48c3-be74-8e8ec515133c,45,7,5831.81,833.12,3.828641396489095,6.726377276900394
a0d11ddb-a79c-45d4-92df-b3bac0daea71,19,9,8134.74,903.86,2.995732273553991,6.8077802356006485
a0e0e5d7-8912-4348-99ee-7aebc5ac77f1,107,8,6386.93,798.37,4.68213122712422,6.683823917426915
a0fe18ad-cf99-479c-87b3-f70c514c8afe,46,7,5898.28,842.61,3.8501476017100584,6.737690302493585
a103c96a-b50d-4d36-b6c9-264fcac9ae8f,158,10,6790.450000000001,679.04,5.0689042022202315,6.522151619969528
a11f50b6-a463-4f1b-a8d5-2985f80fc1b4,77,9,4481.42,497.94,4.356708826689592,6.212485848041091
a11f8bbc-6336-47ea-839b-bbda5fd9410f,103,6,3873.58,645.6,4.6443908991413725,6.471727865291332
a13b2431-8e61-4694-8ece-c5d5cf584622,13,8,7954.78,994.35,2.639057329615259,6.903094434099942
a177d350-3db1-4849-b219-9b4efa300a98,16,8,7075.7300000000005,884.47,2.833213344056216,6.786118577484663
a17acec9-0351-4df3-8d07-e19378dcc805,41,8,6556.18,819.52,3.7376696182833684,6.709938285613936
a1b0fcfa-9f9c-4156-a21f-47f505350b90,128,10,8824.01,882.4,4.859812404361672,6.783778099162426
a1e43102-bde2-4130-8d35-8eb563e637d8,463,1,237.35,237.35,6.139884552226255,5.473740181650835
a1e91fcd-f6d6-4bf3-a08f-4474572727e5,316,4,2480.86,620.22,5.75890177387728,6.431685286506421
a1f6be4d-440a-4038-9249-19f4288f6337,222,2,1027.02,513.51,5.407171771460119,6.243214991431188
a1fa0257-5eb8-41c7-94ff-dc21d7ea48f3,187,11,7081.97,643.82,5.236441962829949,6.468971208081117
a20ecd0e-438a-4404-9e3b-6bf3cb2fc1f9,6,8,4430.22,553.78,1.9459101490553132,6.318571638764219
a21b0518-0050-46a4-ad92-c3813b484384,69,13,9312.58,716.35,4.248495242049359,6.575563866544399
a237a883-709d-413b-a41c-ffdf677ef3d5,77,9,4509.05,501.01,4.356708826689592,6.2186200398120475
a25556da-f696-40c3-8142-47dc0a925e8c,16,8,6240.530000000001,780.07,2.833213344056216,6.660664774504454
a2b8d598-2d15-4fe3-932d-395ff95814ca,414,4,1416.61,354.15,6.028278520230698,5.872540235443819
a2c1945c-302a-48f5-828a-a0343f9bc2b6,240,6,4505.77,750.96,5.484796933490655,6.62268313104576
a2c8af83-0c04-47ad-89cf-4bce04d371a0,22,7,7594.67,1084.95,3.1354942159291497,6.99021045891833
a2caba6b-4d0c-44da-ac45-3c3afef15022,242,2,581.63,290.82,5.493061443340548,5.676137173835876
a2db1284-ebaa-44a3-8162-6069030c5591,40,9,8151.95,905.77,3.713572066704308,6.8098888347160145
a2dfff27-9c24-4102-9e78-48963d2a4611,89,9,7200.530000000001,800.06,4.499809670330265,6.685935850630059
