clientid,recency,frequency,monetaryvalue,avgtransactionvalue
4b2d1c70-cfb3-4aeb-9d25-e67077fcc5be,121,6,5732.7699999999995,955.46
4b2dd381-f680-46e7-81d3-b1da5cc38bea,146,4,3487.62,871.9
4b39abfa-79b2-4adf-b8d0-dff59bac936f,122,12,8980.2,748.35
4b5068fe-cc99-451a-b8a3-21f5d49c173b,105,9,5693.98,632.66
4b54319d-cb30-49d8-868a-1796dc7ee9db,22,8,4809.139999999999,601.14
4b60e92a-8c46-4bf4-8d70-0d0b97dce26a,15,8,7393.05,924.13
4b6eb98f-f954-4f97-8bdc-c43eb42cbc9f,73,4,3240.53,810.13
4b79842e-f0fc-49f4-a1b3-efed2ee712f3,715,1,578.08,578.08
4b7ac4f1-3e6e-48bb-a013-d86102b3342e,149,8,6398.48,799.81
4b9243b9-03f3-4142-b13d-78d44ddf527a,315,1,685.55,685.55
4ba90abd-54ad-48d8-b84a-0e12e33b1957,31,12,10932.31,911.03
4c0622a7-212c-4fab-a3f8-ba22120a79a7,1,7,5639.87,805.7
4c21b699-50dc-47bd-9b68-99ce6ddca5ec,56,3,871.4200000000001,290.47
4c2b5c53-ae85-467a-83c0-be5588d19b3f,67,10,11032.45,1103.25
4c4459b4-19cf-4f44-95c9-a9ca6d71a771,183,1,29.04,29.04
4c49a5d8-4862-4a6c-9a8e-8bd61a384440,181,3,1335.6599999999999,445.22
4c7eea0d-79f7-4956-95cc-eba956ed4262,519,5,4893.38,978.68
4c897632-5d1f-4112-846e-c542efe8f328,39,12,7325.7,610.48
4c9f93bc-2bdb-4a43-8ca2-a40f0de4a3ee,57,9,5315.610000000001,590.62
4cf3160c-0b20-4c17-b793-5acdc25ad0d0,8,6,2718.08,453.01
4cf80a66-bab6-4a58-8827-db25788d6a43,130,1,1359.5,1359.5
4d03dfcd-7e6b-4890-ac40-b7d1ae820230,99,2,1611.59,805.8
4d11e1ac-d3f4-4309-92b4-22d6cbdc52fd,15,4,1713.54,428.38
4d19f78f-6cd5-46fe-acc0-c8f14f27c7d6,156,7,3523.36,503.34
4d1a262e-9543-480a-b632-0edca698c35b,183,3,3801.1099999999997,1267.04
4d38dd44-ec27-4308-b801-6dc6cb214baa,14,8,6785.08,848.14
4d841343-1d6e-4694-b74a-adad5c2cadc0,80,11,8575.23,779.57
4da35f07-5250-40f8-b510-60f7464e2d0a,14,11,5586.73,507.88
4da73f6e-3fc6-4be3-8125-c6ac151798fc,117,1,757.6,757.6
4daca65d-ead8-460e-98ee-aff8bcfd2b2c,320,7,4524.62,646.37
4de220ef-204e-41d8-98f6-d540003bd9eb,658,4,3812.09,953.02
4df8b414-abd0-40f5-8d07-aa35cf270aa8,74,6,2438.12,406.35
4e28add3-f83d-47dc-aac0-3f681484c6f8,20,4,3449.69,862.42
4e31005d-7b6c-4776-a7fa-bd2e259a4b5a,23,11,6936.849999999999,630.62
4e6a6242-0ad1-48b6-852f-8f1c0050d26d,162,10,6149.01,614.9
4e74f823-6dbe-47da-bd3e-2bbc9cbf82bf,11,6,4572.4400000000005,762.07
4e8e9917-80a8-4ae8-bc35-e2bd0c7c258d,391,2,1790.56,895.28
4ea5179f-bbf5-439d-a399-aaaac268adf1,157,2,1290.73,645.36
4eab5072-de03-4681-ac2f-02f39d4ddddd,148,4,4578.47,1144.62
4eaf4db4-6a11-441d-acb9-f48cd4714bac,162,8,4554.08,569.26
4ebf6a81-8061-4fc0-a12b-5ba1d9e5ec47,416,1,1090.65,1090.65
4efb4c73-5023-4c22-aa4f-d430aaf8b892,20,3,2026.82,675.61
4f27fbc4-90bb-4e61-b496-bf0a1484531f,175,1,1160.15,1160.15
4f475b25-8d3f-4fed-b7db-e2fd53e8c6d2,256,8,6370.04,796.26
4f49af4a-939e-4657-90cf-594d864341bd,56,8,6140.75,767.59
4f5f7356-4374-4b81-bb71-5e737385b289,329,1,1822.12,1822.12
4f662155-40cb-43ee-be97-cef50486c907,41,15,9227.02,615.13
4f7f69f1-f1ba-4307-80d8-4ce82315815f,49,8,7493.95,936.74
4fcf06e7-5aca-4c2c-929e-48040961d5c6,83,4,2019.3,504.82
4fdd341f-aab8-4752-99e5-e1613d482876,79,4,2834.84,708.71
50294a0a-cc5b-44d7-87b8-9595c9cb9cba,181,1,1191.24,1191.24
504c10ea-20b8-45a7-8f2d-061ced6c7a63,71,12,10856.72,904.73
5050040e-e564-4e26-a5c6-fb9c0d5c191e,144,1,412.7,412.7
50647922-8b58-47ea-9250-17e4e4fdf49d,14,13,9415.97,724.31
509d97f9-2c77-4db8-9df0-a4fd1fa60dce,14,7,5882.8,840.4
51721b44-5d08-4349-98cd-8f52aa872b1d,36,9,7763.18,862.58
51a36705-1e71-4314-b59d-71d343050247,24,11,9288.22,844.38
51a483c2-b43a-47a5-8417-f0194a2c75ed,345,1,1417.05,1417.05
51c518be-732c-476b-8f62-ed0a21755870,84,3,4043.8500000000004,1347.95
51dcd47d-c7f9-46ee-af12-65af51c1e789,30,9,7583.0,842.56
51ee21e5-b658-407a-acda-b01dbc18ff0a,39,5,3193.9300000000003,638.79
51f70e0b-ceb1-406b-8293-3de4753d4ade,214,5,3200.71,640.14
51fc2a42-eed5-4fa7-b30d-6e9fe1d3067b,2,14,8847.72,631.98
52204f0f-19d9-48f5-88c8-fb26816c99ea,16,10,6762.84,676.28
525cb5be-2063-4018-9ed1-d27e8ab10814,38,4,3767.98,942.0
529eaf1b-0754-4795-8b4a-613d6e96a3d5,32,2,1019.92,509.96
52a7915c-3fe0-4d09-acac-017f53e17610,63,12,11599.98,966.66
52b8f37b-144c-4c10-8213-e6ddfaf65fa8,315,5,2252.37,450.47
52da10e3-6a97-4180-8320-4ac3bda24800,15,11,9522.42,865.67
52e00838-4f6a-44a2-8c34-ca6016e9fcc3,325,2,2184.01,1092.01
52e8fc7c-8094-4d7b-ac26-00b9faeea70c,45,3,2458.3,819.43
52f4d693-32c6-4216-b29d-2b90638274f1,32,9,6545.17,727.24
52f7ef6a-0b39-4303-bd89-9b7f133dcb07,262,8,6631.5,828.94
52fbfc3f-6566-4008-a435-21e5db26bec4,95,5,3478.26,695.65
5338b5ba-e541-40d6-aa1c-1cbf2f22f2f7,107,4,2160.4,540.1
5351a792-8a25-4b64-9ae9-ebbc36c97986,202,10,6506.66,650.67
5362d79e-60f6-452b-a4d3-68a79e1c338e,38,8,7049.75,881.22
537a5e60-52b3-4755-bd35-93438fd2a0c2,75,5,5332.53,1066.51
537e7a02-fee1-4e82-8884-1b4e2df493c2,115,5,4018.1899999999996,803.64
53cfa7f9-3151-4a8f-9786-a3216552c2dc,73,4,5306.35,1326.59
53e230e5-5874-4d70-b7a0-8232263ee887,148,10,7163.53,716.35
53fa6790-2ba7-44d7-9074-bba708df3f27,45,7,6009.12,858.45
5420cb04-1cec-46f2-9832-c97f303c45e7,4,6,5048.72,841.45
54315f9e-737f-48a7-86ee-ff1df6c4ed2b,364,5,3074.51,614.9
543e85bb-4833-4e91-a078-260a389c1cd8,24,11,5911.389999999999,537.4
54525f39-a633-403a-914f-ef80b82ecc85,108,5,2704.13,540.83
5458ce6a-7d87-4b51-8af0-a8d941fb65ab,123,10,8115.1,811.51
54883b9f-a07c-4d79-bd02-cfdcabda223e,135,10,6027.07,602.71
5496cc9e-2fa5-4516-9165-77750067378b,2,5,5287.08,1057.42
54ae5e00-dd31-4ad5-8961-ff86132128d6,73,4,1492.3,373.08
54d12cb9-7644-41f0-a6a8-4c3954385ece,120,13,7795.6900000000005,599.67
55226f2c-705c-433e-8d6a-97d63e799020,72,7,5138.05,734.01
5523c4b0-a95b-4aa5-8917-3119d5e3993b,2,11,8372.539999999999,761.14
552886e8-3cd9-410b-ae94-a6930e8a00d9,102,4,3224.84,806.21
5546213f-f69c-4643-bb1b-ceb805be7b25,259,2,1951.12,975.56
5567d77a-b8ca-46f5-ac3d-7a297f7707c7,49,9,9868.47,1096.5
5593d6c8-3302-44dc-83d0-c9146a4746ad,41,1,281.33,281.33
55c4dd61-587d-4386-b74b-3546a6febbf7,26,5,5188.21,1037.64
55e1f644-227c-49c7-ad64-7aae903e47db,361,8,6349.87,793.73
55ea74b7-cac4-4cee-b519-290d1a0141c5,317,4,1419.47,354.87
55fbb643-b2ea-4a82-a1c9-1f5edf1da02c,21,5,4853.03,970.61
560c2e9b-1554-4355-bb4e-bfb83246f80c,59,11,9330.05,848.19
5616147a-9e10-4eab-9f1a-d94f8da19a20,6,5,5063.69,1012.74
5620f2fa-ed98-4016-81ca-6247b90c8dbc,101,4,3502.36,875.59
5623f209-3e3f-4149-80e6-1273566c64dc,26,4,3429.4300000000003,857.36
56343452-b9b5-4e9c-b338-890c596efa67,59,6,4016.55,669.42
563cd942-5cb1-4d06-b09c-c0b2e81390d9,28,10,6308.55,630.86
564bc493-757b-4a80-84b4-371505c86a5f,6,11,9491.41,862.86
5667851c-7123-4466-992c-ef2a4c5c672a,199,6,5473.73,912.29
56979685-5313-4053-bf2d-d1565df4776a,97,7,3003.99,429.14
56b54224-09d8-4bb6-943e-9447d02ab098,54,8,5090.68,636.34
56baaf53-dd0d-4ada-8f1f-fd75cb3e5323,286,3,2013.96,671.32
56bcb87a-1c45-4d12-9431-eea79b9c7ae3,270,3,3347.56,1115.85
56dd4859-f696-480a-9088-471dae7369b9,53,8,5463.03,682.88
5706ee6e-5215-4087-b7f1-9ca31abd47c0,47,1,698.02,698.02
572424b3-2cee-48a6-b5dd-984bea71b0c4,22,4,2969.96,742.49
572560cd-ddd0-46cb-9d3b-a7caab15369e,25,15,10007.6,667.17
5756f800-158d-4bfc-8866-fdddd0346c7d,60,3,4823.47,1607.82
57742618-9a35-4e99-af36-0de19e4625b8,530,1,483.39,483.39
57956e1e-3c84-4512-869e-fd1ce96a71bc,527,1,1271.43,1271.43
5795a985-bd31-41a2-b4a8-05f647c12c7e,285,5,3831.4,766.28
57d25fe2-eb50-4590-a174-29579cedff6c,318,4,3477.83,869.46
580c09e4-cad9-4afa-85f9-e4b516172262,120,1,581.88,581.88
586c9565-811c-4ebc-a05b-5c47ae26fd69,104,1,1280.9,1280.9
5877a964-9bd8-4ebc-b231-58c146ebdf9b,91,9,4656.65,517.41
5889675f-af0c-4ce7-8acf-96475dc84b80,40,5,1980.47,396.09
58daed5a-b52b-427d-a2b8-81574a93d73e,116,13,9195.38,707.34
58ee92a6-9461-4948-a1d2-b74c99634695,36,8,6081.78,760.22
58f23d05-09ef-4295-9f72-bc015d682cb2,41,7,4288.41,612.63
590f969a-cbf9-4cfd-b89a-cc2e12cfda22,139,2,2150.86,1075.43
59586c44-9d6a-4691-8578-b06f052cfd9f,52,10,7444.34,744.43
596cb465-7ac9-49f5-8f1e-ee06fc4c970c,557,1,458.36,458.36
5989cf06-05fb-4524-924e-f71dda84b489,156,4,1598.04,399.51
59925bee-ebab-4203-9b48-55364b0138e8,10,8,6831.32,853.92
59b73e09-23c1-4912-b094-ce0998cfea0d,78,4,2285.0299999999997,571.26
59c2a306-62fb-4b71-be79-4b7badca7262,6,4,3409.24,852.31
59dc3bcf-bcef-4307-89e0-f9d04e821b33,137,6,4846.53,807.76
59ec757b-873b-40c5-9626-cb48820d35ee,183,8,4836.11,604.51
59fe940e-a853-4462-bf41-8fe1649b5eed,4,6,6928.95,1154.82
5a15a78f-ddfe-4069-8324-94603d1e94ff,2,11,9689.29,880.84
5a1a074e-c5f0-42b4-8212-00e9d539eedc,380,3,264.55,88.18
5a22d718-357a-4438-86c8-2f073d135a67,22,7,6661.599999999999,951.66
5a6e8f71-0671-4e52-a51b-a45795b76dd3,80,6,5776.77,962.8
5a768899-f78f-4ced-9a0f-e3b2ae24bf7f,49,7,5206.36,743.77
5a7a3f84-0383-45ce-9b6a-690b48c6a8a3,178,3,2665.1000000000004,888.37
5a809a3b-aea3-44b7-9586-72ef40f018f4,366,5,3046.89,609.38
5a856f63-1181-4be1-b1bd-559f4e777e94,2,7,4837.24,691.03
5aaf033b-ab80-462c-afb3-3fe579b1255f,31,15,13059.83,870.66
5acba2e2-6fb8-4f4d-a16f-a84363d3df9e,237,5,6162.67,1232.53
5adb0cc1-5baf-41bf-b5be-a5625092f90c,55,12,7371.139999999999,614.26
5b0be935-1c39-4898-8ba2-5676cc8e2964,164,4,2878.91,719.73
5b0c7257-e01b-4fe5-a68d-d2164071682d,75,1,1016.65,1016.65
5b30e476-07ae-4e7d-9958-403dfeac28ce,470,4,4926.67,1231.67
5b551219-9ed5-4cfb-ba58-9c8aa86689cc,101,4,2481.96,620.49
5b9686d2-b262-4c80-bed3-9bae0ca2e9c9,96,6,4881.57,813.59
5ba0bafe-6398-4cb2-8c08-9c7ddb3e72b5,105,8,3773.43,471.68
5ba58a5d-f44f-40a1-a886-0fe2a8d87e82,259,5,3153.3500000000004,630.67
5bbafe8f-3e99-4fd6-b41b-756839b67417,509,3,2996.06,998.69
5bc5adbf-0c22-471d-8141-ef56d51c0c10,151,8,5462.22,682.78
5bd385d4-3c63-4cc7-afdd-74aef18526b2,70,3,1894.86,631.62
5be9fac4-7368-44c1-a259-a69a61645eef,69,7,6713.21,959.03
5c0024cf-9bf8-4b29-a7ad-de5e615ac415,513,1,16.41,16.41
5c0c1781-d03c-477a-bb0c-816ec95f7894,170,6,5833.06,972.18
5c20751c-1f9f-4a72-8fd5-1b5800ba273f,98,4,2710.21,677.55
5c4fbe4c-debc-47af-bf98-1636d949ab5f,109,1,590.24,590.24
5c6f2567-40f7-4cb4-be8d-da519037d91c,221,6,5489.6,914.93
5c7c2396-3a86-402e-b2d4-9e6a58ec5256,53,9,5197.92,577.55
5c8ba21d-0695-4006-ae39-ce06e5053500,132,10,6878.9,687.89
5cdacc1c-0a05-402d-9fa8-9ccf6951fe44,168,2,395.33000000000004,197.67
5cf60b77-8f50-4845-8a12-c15af25ec2e4,0,4,2967.0899999999997,741.77
5cf81c34-36ec-4f4e-82b8-f166e10e9262,193,5,2578.04,515.61
5d09b06f-ebce-4091-a0ad-a00adc3af102,22,8,7101.77,887.72
5d14f9d6-32eb-4f73-8579-dcbf127ccca8,12,8,6923.68,865.46
5d207383-8abb-4990-bc8d-e937021c77a9,36,8,9894.58,1236.82
5d404a74-1917-4b5e-aa6f-5cf82b92976a,6,8,2893.92,361.74
5d6cb4e4-1021-4cc7-b2e5-a4a7f316dc38,113,4,5573.03,1393.26
5d7ba6d2-8a98-4cb7-970f-594cc8bcbab6,237,4,1694.2400000000002,423.56
5da9bc6c-8f7a-4ac0-96c4-4a9ada910d5d,113,11,13650.18,1240.93
5dc2244f-bcba-498c-b460-d510794a2320,17,7,5195.16,742.17
5ddff230-0045-4ac0-8b32-5102974f3b02,120,8,9122.63,1140.33
5dfc7f4f-f4de-4c51-8e41-d10d000f876d,508,2,1558.06,779.03
5e173422-3495-4271-b911-9a0bec71be35,22,12,8577.06,714.76
5e495aa5-c5f8-4dd1-9d4a-77431b4b91aa,44,11,8733.85,793.99
5e5bd4f1-d1d6-451a-bb55-28fe003d31c8,9,13,6894.45,530.34
5e83259b-1b34-4042-8189-533223e4fc68,31,5,2998.87,599.77
5e87d30c-de12-47b9-b471-87a0f3cb98b4,5,9,4476.05,497.34
5ea2738d-434e-4958-a998-12bb2a7a206e,512,3,1838.3899999999999,612.8
5ecb35ce-e3ab-437b-873a-5bb3608be396,97,4,4591.5,1147.88
5ecb40e0-321f-4761-bb08-29453e34304a,162,5,1307.12,261.42
5ed74830-ae18-4bc4-bb13-e81cda475208,46,5,3616.84,723.37
5edf297a-ec05-4719-b0df-14f8c7fbbf38,21,3,2947.25,982.42
5ee40db4-feb5-4963-8d11-897b1abbc9e1,36,5,3733.95,746.79
5ef4bf5c-5162-4501-90f1-6be083b749b0,34,1,221.54,221.54
5f1554f7-c1d1-4482-b971-9e4c08bfeb77,89,2,2170.02,1085.01
5f40c3fa-06b9-4c8c-8159-91043cb93f41,18,13,9193.78,707.21
5f77d0f2-3fa8-4ce0-b631-ebc87056c775,259,10,6879.5,687.95
5f82378d-281a-4033-89f3-23ec989dea6c,318,3,1425.7,475.23
5f8901d7-7878-4bcb-b238-9708004aca9c,107,2,2006.15,1003.08
5fd96610-77c8-4036-9131-ed99f310e3a5,51,4,4117.400000000001,1029.35
5fe6d224-abd0-4b43-98de-59bc2ade1b33,17,13,11974.58,921.12
5ffbe770-2131-44b9-b50c-f264b8f2dceb,13,7,4802.83,686.12
601d23d7-ff42-4641-aaed-2ed2350ee43b,223,4,5565.66,1391.42
6025be63-8692-437c-8cf3-6410fa361a56,177,4,2497.76,624.44
605b9af1-fb55-48fc-b18d-26b50779eb31,146,8,8386.09,1048.26
6066d06f-7426-4a38-9cc6-7b735dbe9fb3,94,5,4022.67,804.53
6068bdf6-c13c-44c3-8809-43a41266d79d,113,5,6014.67,1202.93
6069d59e-4c5c-4383-abe9-5138a17ea2f1,278,2,676.94,338.47
6082d01d-7195-4143-97c4-68b0d32b8e36,114,15,9857.53,657.17
60852f20-363f-4517-a025-73c75dc5ecdf,26,4,3219.2299999999996,804.81
60f3897d-b3b5-4435-aed1-7c4615e8d171,155,1,931.32,931.32
61116a5e-f9d1-4f22-9f17-ee5d6477be8c,17,10,4781.9,478.19
6141acb5-589b-4020-95b4-a108565f873c,423,4,1414.54,353.64
61732c00-5b4f-4587-951f-115cda02de87,27,1,1029.6,1029.6
61bae6d9-4cd5-4f17-a469-3d7a63baa6fb,8,9,4474.43,497.16
61d4f683-db41-419e-9129-a1f993dd1ce6,121,5,2477.9,495.58
61df94d8-7596-4841-a39d-728d51b8f12b,62,7,5252.98,750.43
628efdf4-d4d7-4376-b181-b3584f373016,143,1,268.0,268.0
6298f096-58a5-4976-b97c-c762631a6ae4,7,7,5163.6,737.66
629c3dda-3416-4e39-847e-d1dce4fd9566,58,3,2643.16,881.05
62d9f555-bfbb-40f4-8af6-bb3506b58ba5,13,11,3902.88,354.81
630ac592-5e8e-44ba-9c57-898f95d52e1f,272,4,4133.72,1033.43
630b24d1-9b8a-4757-95f5-51d6e758a39d,419,1,546.72,546.72
636f1fd2-8c45-40e7-bfa5-5267684b1d1f,174,3,1636.56,545.52
639566e1-2206-4a3c-8e74-07cedac3d7b5,161,5,3092.45,618.49
63a789d6-c777-4075-ab0f-b03a92814119,42,8,5976.05,747.01
63d3591a-c026-4ef5-a0a7-7461e8a3225e,97,10,10561.8,1056.18
6455e227-e0b3-4a78-83bf-27f95bdce70d,681,3,2038.0,679.33
648568cf-101b-4364-8003-c2fe358ed69e,53,7,3283.96,469.14
64a4089b-5ffc-43ee-bee4-648b05816e32,151,4,2365.63,591.41
64c2df7c-8a6a-4d3d-b1d9-8ed1008e11be,280,3,2341.66,780.55
64c5c05f-9679-46bc-9c92-8509a2fb5cbe,18,9,5869.05,652.12
65167f45-a395-4ef5-86dd-f89c8b9e3957,65,7,4001.81,571.69
65487ea2-fafe-4e60-a40e-daa69b3bb2a2,402,1,1218.9,1218.9
65582de9-9b8e-409e-a885-ff29f94ca162,84,6,5134.03,855.67
65618756-c8f3-4aca-9263-3130da708352,27,5,4824.14,964.83
656c9fa6-f406-41df-be09-e503126b0dfd,121,6,4252.38,708.73
656e7c49-2c91-4fe2-bcc9-1329c275c608,10,7,6917.08,988.15
6575376f-f877-4dc3-beb5-99d603597206,117,7,5939.74,848.53
657ca979-4b44-4d12-b912-59d3130270b6,60,6,4056.61,676.1
658477d0-821f-4c29-9b79-f719e99e18b7,13,8,5007.46,625.93
65865202-f8f6-4e55-8060-58ba9c015de3,89,3,1877.8600000000001,625.95
65be48ce-90a4-4182-9ed4-c73f1b306ed1,75,10,7620.15,762.02
65f4c40b-8fdd-45ba-bb24-5de001c0fa6c,113,4,1788.77,447.19
661f73b9-43f4-443a-8353-5b9c237e1598,72,6,2617.7000000000003,436.28
66323191-807a-48dd-8d4c-4b82568d7780,105,7,5598.55,799.79
663a2fb2-314c-4bab-8319-66bbdf5d06f0,4,6,3930.36,655.06
6652e4dc-f4ce-47e9-92d6-ad0b07fb605e,10,14,10375.74,741.12
66911e78-bcf4-4816-b909-619ff77e4ce5,67,10,7095.2,709.52
669bbd9e-d797-4983-b158-c2e494af4407,95,5,3982.6,796.52
669e2f6a-d5bf-4704-afe2-0663a99b15cf,118,7,5781.95,825.99
669ff429-edda-49bc-b099-c24d3ec16930,163,6,4000.4900000000002,666.75
66b732be-1c4b-47c0-9c1c-b4442c603ca4,238,4,4870.34,1217.58
66b73b0a-ec01-43f0-9636-b47af305768d,146,7,7381.27,1054.47
66c5b8e8-3d6e-4bb9-9b19-111ca23acd0a,52,6,4770.96,795.16
66ca5f17-1cb8-41f5-a3d6-7d66594af73c,148,6,5798.32,966.39
66dd75bc-6154-4b78-a307-8603730ee959,57,5,3054.67,610.93
66df8473-1487-4a94-940f-a1db45c6496f,30,13,8081.46,621.65
66eac516-f639-4bb7-8772-287eab0fc373,649,1,336.35,336.35
66eb9bdd-688e-4117-8400-c447122dcd91,83,8,5216.26,652.03
671dcff4-bc77-45fe-ab6b-ebf1f9ab0ec1,171,9,7149.49,794.39
6733ea5d-cadd-464e-a7a8-09b47703e50d,28,4,1056.7,264.18
6735dd8b-89af-4848-baa2-ed135dd200be,41,9,7247.59,805.29
6766c34a-252c-40db-a9fa-67147d753f26,43,6,6407.27,1067.88
6768d79e-b38d-4716-833c-8e891e2111ee,22,7,4274.79,610.68
67b8d221-b115-4460-aa70-f8a8923528b0,119,3,2470.91,823.64
67bc0831-1e0f-4833-a581-fcf39d3af629,227,11,11401.58,1036.51
67c40bff-187a-41d4-84f6-497a26ae995e,49,10,5793.88,579.39
67e2ab39-7479-4e85-bc1d-cbb0c1e635db,184,2,913.1600000000001,456.58
680595f8-31a9-4688-a046-c29fb11e71eb,41,10,8104.99,810.5
681553f0-ac17-4e5f-98d6-158e71afe5a5,68,9,6204.29,689.37
68442881-33bf-487f-b864-5fbb07903c7f,34,11,7418.74,674.43
68500e3b-412c-4a3d-b6ec-151009f84434,21,7,4233.94,604.85
68543cd9-8969-4c03-a33a-190994647980,42,7,6332.08,904.58
68677beb-889c-482b-b50d-c7643b43b956,173,8,4993.7,624.21
6884d185-8824-486b-a37f-0fca8f0c90c4,315,2,1564.1,782.05
6899310b-1f3c-4a91-9045-5b10ef991137,468,3,3995.8999999999996,1331.97
689cedf1-02b5-46f9-90c7-0daeefcb6d1f,41,12,11661.72,971.81
68aede71-a703-465e-9848-b27cbda6ad5f,175,6,1798.4,299.73
68bcda24-0cd6-4e04-bf43-e22b9a203626,91,3,3336.7799999999997,1112.26
68cf7370-b417-40c8-a277-9550515fe51f,106,8,6879.77,859.97
68f9433b-14c1-4ffb-904e-c76b05d1bc31,83,5,3591.0299999999997,718.21
68fadf1d-c60e-47b1-812b-69d9bfed27d9,77,9,6658.33,739.81
6910fff7-7ad3-4f55-a6b3-c7ee613e1fd0,79,3,1115.41,371.8
693843d6-5b57-4db6-9acc-15eeec22d06f,32,6,3761.9300000000003,626.99
694433fa-7f08-46d7-9883-83dd68a456df,24,8,7770.780000000001,971.35
697b8dd0-192e-4bad-b69f-7553502c0eef,51,8,6113.59,764.2
69837d36-76e3-4ce6-b115-caf55f6a309e,463,1,672.81,672.81
6992334f-8d31-4d21-8fb4-3f9277577ae4,8,11,5899.24,536.29
69cdd444-a13c-4c0e-8571-585058cf90a9,16,9,5132.96,570.33
69ce3568-0d8a-4746-b3ce-daed5f2dc4d0,142,4,2114.47,528.62
69e3f269-9cc3-4805-af1e-aa39706ad4c3,10,11,5757.33,523.39
69feaf83-d37d-4ed0-8bb2-f691aa828ab8,173,4,4802.79,1200.7
6a0548b8-8f1c-47f6-a920-f81c8683ee77,8,7,6906.29,986.61
6a558c74-2a71-4373-9bde-30f004f9dc3f,23,3,3563.81,1187.94
6a7a5455-94eb-4d1b-9caf-2c3b3f780929,14,11,8969.73,815.43
6a838b59-d636-4fa2-86ba-8898c6955df4,65,6,5872.01,978.67
6afb037c-53b5-454c-aefd-f838788377ee,110,6,4196.59,699.43
6b113775-554a-4999-8311-ff284f36ceb8,74,8,7870.79,983.85
6b27f591-e01d-497f-80f3-98bf80f9d51f,355,2,1966.08,983.04
6b3b84e2-2b0a-4c41-a21d-9027d6a82f68,103,7,4755.2300000000005,679.32
6b4ef2b1-01d3-4ec7-a7b5-0558d5393b58,7,13,10902.15,838.63
6b59a47c-9667-4604-938c-c2d4491e427f,35,10,6660.65,666.06
6b61ce46-42f1-42a4-9d9e-a0909d61dc62,18,9,5003.53,555.95
6b69f3c1-1099-4419-9b55-0ec2f9a3c1b5,388,2,775.1099999999999,387.55
6bb7abe7-35f8-4cc8-98f0-f471ed5ee05e,64,12,11959.2,996.6
6bc02957-82ac-4150-83a6-f4de6beeb39b,343,3,2853.92,951.31
6bd4eb79-e0a1-44b9-9fb5-e28bcc3f255d,463,2,1374.25,687.12
6c09ca97-7f0d-435d-8000-351c34e6924d,67,5,5063.23,1012.65
6c1a1638-1a0f-4ff2-ad22-58cdf1e23fd6,441,3,3501.97,1167.32
6c20a8cc-e890-4e61-bb14-6907e6e13bab,675,1,30.78,30.78
6c2776ca-d71d-4b73-9323-d845b082e4a4,170,2,253.55,126.78
6c2c1366-6667-42e1-a14d-3709552d5611,520,2,3030.9700000000003,1515.48
6c3f0818-b16d-4a8f-a687-4b4f3e7fe359,69,8,4762.650000000001,595.33
6c4527b5-4551-4a9a-8e40-afec5be67a7b,114,8,3913.3199999999997,489.16
6c629793-8c39-4a47-bd7e-699761b5ea55,25,7,6302.42,900.35
6c639159-4f8b-4f4f-8b5b-677e3768dfa0,256,5,5198.29,1039.66
6c8a5700-479c-4689-befe-c2e7c839a033,73,7,4782.41,683.2
6ccefcbe-5b1b-4786-96fe-4d808a49d86f,41,2,2382.88,1191.44
6cd85992-8761-42da-9528-6e904505c21c,38,11,7533.09,684.83
6d13caa9-64a0-4262-bd83-43dcbe702c1e,96,10,7290.91,729.09
6d3ea473-f387-49f9-b4bf-2a09c88814e1,84,13,8150.030000000001,626.93
6d558e73-2170-4d88-91f0-b241d732df38,108,8,4827.71,603.46
6d5b213e-7bac-4b68-8e17-767533cca18e,298,6,3432.71,572.12
6d88f1b9-c64e-4c74-8ea5-55c33662147f,76,3,1663.96,554.65
6d8adaa3-997c-4d4e-ab12-568cf9a3b6e9,121,10,7355.76,735.58
6d8b3888-814e-4b74-b4c0-37700c8452e1,62,11,7584.06,689.46
6d8ccb7e-65a5-4b22-a58e-c5cb5d59a5b3,20,13,10632.32,817.87
6dc6d3b0-4c00-43de-bdf1-21d2db5cce3f,327,1,708.88,708.88
6dd3ab76-c3ce-4324-a069-5d6f128fa455,4,12,10581.19,881.77
6ddb3de5-7fed-4b4c-a578-6fe7ac0397de,25,8,6240.17,780.02
6de3fc15-b557-4161-b782-bdbb694e8113,195,9,7445.2,827.24
6df73521-adf6-4310-a9a7-8b6b2296e8b0,31,3,2559.56,853.19
6e121d6f-e558-4ce4-b07d-3055270b6b67,46,11,9008.78,818.98
6e14ead1-53b4-4312-a57a-9d3825d79be6,48,7,4553.05,650.44
6e219139-1fa2-47a0-9589-46e1ccd2d6cf,1,6,4541.89,756.98
6e4bff8b-bab8-4629-af54-cc5d2434f9d4,33,8,4142.17,517.77
6e51ed7a-62fd-45c4-85e9-654bfa50d7c3,686,1,923.12,923.12
6e81d4c1-9739-4516-9231-c2ddbf0387cc,1,10,8236.96,823.7
6ec09d3b-50c6-41e0-96c5-d154f8621dad,2,6,2526.0,421.0
6ecc8f3a-5ce6-48c6-ac2c-73089bd4bb22,302,2,1012.3299999999999,506.16
6ecfc3dc-1257-4d3e-b15a-7dab0ff92844,41,3,2356.61,785.54
6ee11322-0973-405f-843a-d6efcf84b976,36,7,6564.66,937.81
6f135561-9624-4f37-af94-0c9313205429,215,3,1404.8899999999999,468.3
