Username,location,date,content,Rating,Category
Jude M,US,"Jul 9, 2023","Repeat buyer, always great qualityI love what your company offers, and have had great success with all my purchases.  Communication of purchase confirmation, shipping timeline and packing have all been excellent.  I even got the big arc lamp, and it was sent in two parts with understandable directions and packed well.   I do want to ask a question.  I had to pay shipping on my last purchase of the grasshopper lamp (I bought in stone) and was waiting for the July 4 sale to buy!  We are moving so money a little tight at the moment.  I went ahead and paid but it ate up the discount.  I haven’t yet received the lamp so wondered if the fee could be waived.  Has been the only fly in the ointment, so to speak.Date of experience: July 04, 2023",5,Home
Cathy P,US,"Jul 8, 2023","The sofa is reasonably priced not to…The sofa is reasonably priced not to mention beautiful. I have shopped with Interior Icons before, love the uniqueness of everything on your websiteDate of experience: July 07, 2023",5,Home
miranda,US,"Jul 8, 2023","Interior icons provided perfect…Interior icons provided perfect customer service and quick shipping! Not only are their products incredible, but their customer service is virtually seamless. Highly recommend to anyone 💓Date of experience: July 06, 2023",5,Home
Paul Gurda,US,"Jul 3, 2023","Wagenfeld lamp replacementOrdering a replacement Wagenfeld lamp was easy and almost painless—the pain comes from having broken the globe on one of my lamps and then discovering that there’s no parts replacement option available. So I am glad I’ll still have a pair of matching lamps on my bedside tables, at a cost that probably isn’t more than double what I’d have paid to source a globe somewhere if I had the time to go to the trouble. The free shipping definitely made a difference in lessening my frustration.Date of experience: July 03, 2023",4,Home
mitchell Gordon,US,"Jul 3, 2023","I purchased 2 chairs and have not yet…I purchased 2 chairs and have not yet heard from you as to when they will be deliveredDate of experience: June 30, 2023",3,Home
Kim,US,"Jul 1, 2023","Could be betterShipping was fast. You have to make an appointment to have the item delivered. The lamp is nice, however when you connect the lamp arms to the stand, the 2 inches of extra wire have no where to go, and push through where the lightbulb socket is. Result is bare wires hanging near the lightbulb. A $800 lamp shouldn’t do this.Date of experience: June 29, 2023",3,Home
samuel mowerman,US,"Jun 28, 2023","Good and easyVery easy access to the different options and easy payment screenDate of experience: June 27, 2023",5,Home
Cecile,US,"Jun 28, 2023","The lead time on the item I really…The lead time on the item I really wanted was too long and I had to settle for a different colorDate of experience: June 26, 2023",3,Home
Liana Lugo,US,"Jun 27, 2023","If I could give this company zero stars…This is the first time I write a negative review. Now I understand why others do this. I should have trusted the negative reviews I read prior to placing my order. If I could give interior Icons zero stars I would. I ordered 12 clear victoria ghost chairs. I received the first shipment yesterday afternoon containing 6 chairs. Unfortunately, the quality of the chairs is terrible. They look cheap and wiggle. They are not stable. Not only that but I ordered clear chairs and they are most definitely not clear. All 6 chairs have a purple hue in several areas. In addition, one of the chairs is missing a piece at the bottom of one leg. I took pictures and promptly contacted the company. My request to return the chair has been denied due to the missing part! Also be aware that there is no number to call. If you have issues with your order you can only email them. Please save your money and buy furniture elsewhere.Date of experience: June 25, 2023",1,Home
Ann Bikales,US,"Jun 27, 2023","The Search has Ended…Reviewing your catalogue via my computer, I found the clam and since I have been looking for a chair, on the small size, to complete the coziness of my living room, this chair and its wonderful covering was veery eye catching. The pictures was surround around, the description r excellent in terms of size (excellent to include dimensions) fabric was described.Date of experience: June 26, 2023",5,Home
Patricia Rodriguez Fernandez,US,"Updated Jul 9, 2023","I really got the information easily but I’m still waiting for the chairsI really got your product information easily and the web proceeded the order so good. I hope I will be able to receive my order before June 30th to have them in time for my birthday on July 3rd. ThanksMy level of satisfaction has dropped significantly, I’m still waiting to receive the chairs  After 3 weeks of my purchase, the package has not been sent yetDate of experience: June 19, 2023",5,Home
Jess Val,US,"Jun 16, 2023","Immediately after placing my orderImmediately after placing my order, a representative introduced themselves by name and let me know they’d be responsible for making sure my order was picked and packed properly.Date of experience: June 13, 2023",5,Home
Richard Slutzky,US,"Jun 14, 2023","Easy purchase of Arne chair and ottomanI enjoyed doing the research to purchase the Arne chair and ottoman. The website was super easy to use and I really appreciated seeing all of the reviews that people had left. It made it very easy for my wife and I to decide to purchase.Date of experience: June 13, 2023",5,Home
Marilyn Katz,US,"Jun 13, 2023Verified","interior icons a fraudulent company to be avoided at all…fraudulent company to be avoided at all costs,  Bout 3,000 couch.  paid their suggested 500 more for white glove delivery..   terrible quality couch and when we went to return it the next day (it was delivered later thurwsday and we went to return friday  our request was rejected as we had no picture of the ""packaging"" (which of course there could not be as the couch wasn't packaged. Fraudsters"" beware and warn others - i've filed with the BBB and FCC and AGs office and my congressional delegation - and now heading to AMEX to complain - Scary stuffDate of experience: June 13, 2023",1,Home
DAVID BURGER,US,34 minutes ago,"Pain Upon Sitting?  Try Klaudena!The Klaudena seems to be an improvement to the type of pads that wheelchair patients can utilize.  We received our purchase very quickly to our doorstep and were pleased so far with its ease of use, and the support it provides.  It was easy to order on their website and user friendly with the shipping and payment info.  Date of experience: January 06, 2025",5,Home
Dragan,RS,"Dec 30, 2024","I was skeptical about this product but I have to admit it helps.To be honest... I was skeptical in the beginning when I ordered, but now I have to admit it helps. I had problems due to sitting at the computer for a long time and it is the main reason why I ordered this product.Ergonomic design, quality foam and cover, modern look... and best of all, IT WORKS! Thanks, I will probably order other products as well.Happy New year, holidays and Merry Christmas! Dragan, SerbiaDate of experience: December 30, 2024",5,Home
Cathy Zenyk,CA,"Jan 1, 2025","Update on a negative situation into a positiveSince writing about my negative experience with shipping and being charged for 3 extra cushions that I did not order I was contacted by customer care and they immediately rectified the situation by giving me a full refund without have to spend the $140 to ship back. Happy to have them correct their mistake.Date of experience: December 26, 2024",4,Home
Andrew Corbett,US,"Updated Dec 19, 2024","Problem resolvedI ordered one seat cushion and one cover, but was billed for 4 of each. call to customer service I was given assurance that the wrong order would be cancelled and replaced by the order I wanted. this did not happen and was delivered the set of 4 cushions and covers. contact by email via PayPal was acknowledged, and customer service finally responded and was very helpful. They refunded the cost of the unwanted items. Joan was very helpful. Thanks. Date of experience: November 25, 2024",3,Home
Neil Brecker,US,4 days ago,"Many other companies make same or similar products, buy from them, not Klaudena!What a terrible company to deal with.  Do not do business with them!  I ordered a pillow, works well, but the cover started unraveling after two days of use.  I took photos and emailed to customer support.  Resent the photos a few days later after not getting a response.  I then called customer service.  I spoke with Dana who could not find my emails.  I resent them again while she was on the phone, still not received.  I resent again using another email, still not received.  I checked, all the emails were delivered.  I finally requested another cover and suggested that I would return the damaged cover.  I was told no, their policy is that once the product is removed from the package it is my responsibility.  I then asked to speak with Dana’s supervisor.  I was put on hold then told the supervisor is busy and would call me back at a later time.  When I complained I was cut off.  I am sure I will never hear from the supervisor.  There are many companies who make the same and similar products, buy from them, not Klaudena.  Date of experience: January 09, 2025",1,Home
Kathy Harting,US,Updated 6 days ago,"Had a negative experience with KlaudenaI've had a negative experience with Klaudena. I developed sudden back pain and googled seat cushions. Klaudena came up. They advertised a sale. I ordered 3. As soon as I ordered I realized I needed to first seek medical help and recommendations. I immediately got on the site to return my order. I filled out the form they said u need to fill out. I then followed up with a call and was informed my order was cancelled. But then, I received another email to say it had not been cancelled. I now had to wait to receive it, and then once I did, received two different sets of instructions to return it, and as another customer stated, the return address is Germany. I don't believe I should have to pay for this return. And, they've got you with this business of returning to Germany, when there is also a support address in New York. I feel duped and distrustful of this company. Date of experience: January 01, 2025",2,Home
Vicki Barnett,US,4 days ago,"I ordered a cushion for a chair that is…I ordered a cushion for a chair that is portable to keep in my vehicle. I ordered 1 cushion. I got a text a couple of days later stating order would be shipping soon & short summary of order. I ordered 1 cushion; this text stated 4 cushions purchased. I texted back that order was incorrect that I ordered only 1 cushion. No response. I called that number, someone picked up but wouldn't talk, they hung up. I emailed company support to let them know there was an error in order & asked for correction before shipping. Return email was just a company response that they were busy & someone would contact me in 24 hours. That contact didn't happen. I emailed & called business contact number that didn't answer. I actively tried to contact daily assuming arrival was imminent. The tracking on the cushion(s) was unreliable. I couldn't tell what it was doing. Order finally arrived with 4 cushions not just 1. I continued to contact in every way I could find on website. No response, no answer. When I finally got an answer, I explained situation. They directed me to the return policy which placed all return fees on customer & the condition the order had to be in to get a refund. Terrible. I still have 3 extra cushions & they will not provide return postage. Very sketchy company since I've had to research them. I wish I never saw that cushion! Date of experience: December 04, 2024",1,Home
jbf,CA,"Dec 4, 2024","Buyer Beware updateFurther to my earlier review where I was having no success with a return or refund, I received a call from Joan Torres, Head of Customer Care at Klaudena. She was very apologetic and offered me a full refund without having to return the 4 seat covers to Germany.It's unfortunate that it had to be raised in order for this to happen. Date of experience: December 04, 2024",4,Home
Terry,US,5 days ago,"I ordered a seat cushion from klaudena…I ordered a seat cushion from klaudena that I am very unhappy with. It is hard as a rock and has not softened in the couple of weeks I have had it.  I went through their return process and return shipping is not covered.  And they want you to to return it to GERMANY.  It costs twice what I paid for it to ship it to Germany. Horrible company with horrible policys.  What a scam.Date of experience: January 08, 2025",1,Home
Ann Griffiths,AU,"Aug 28, 2024","My first experience was great.2weeks…My first experience was great.2weeks ago I orderedthe support cushion from Klaudena. It has been amazing support for my spinal alignment,as I have Osteoarthritis throughout. My stiffness has improvedwhilst seated to do my hobbies. also watch my favourite tv programme. I ordered a second cushion for my Senior husband & he also has the same arthritis issues.very satisfied. We both attend Physio @ gym.Date of experience: August 06, 2024",5,Home
Laurie Grabisch,US,Updated 5 days ago,"Terrible company with ordering and returnsI ordered one seat cushion and added on 1 back cushion. The order generated 4 back cushions. I emailed right away and was told it was already processed and couldn't be changed.The company's policy is to return to Germany which costs more than the items. After emailing many times I was told I could get 20 % back for the 3 cushions I didn't want. I called and waited on hold for 12 min. The customer care person told me the same things. I read him reports from other customers on this site who got full refunds. After holding for a few minutes he agreed to refund the 3 cushions that I don't have to send back. The next day I got an email stating that 51.21 is being refunded to me. Joan from customer service called January 7th to listen to my complaints. She apologized for the difficulty I had. Since I had already been notified of my refund, there was nothing else that she needed to do for me. Date of experience: December 30, 2024",1,Home
Roxanne Dalton,US,"Oct 26, 2024","Better posture when sittingI received timely updates for delivery and instructions on use and care of the Klaudena. It has made sitting more comfortable and my sitting posture has improved. I find it especially helpful for driving. Date of experience: October 26, 2024",5,Home
Anita Adshead,US,"Jun 11, 2024","Comfort in carDelivery was quick. The seat cushion is comfortable, doesn't slide in car. I have a chronic back condition which makes it uncomfortable to sit in the car and this definitely helps when driving on rough road. ie:hitting a potholes, going over speed bumps. Not sure how long it would sustain comfortability as so far only used for rides less than an hour. Looking forward to seeing how it handles on a longer road trip.Date of experience: June 08, 2024",4,Home
Joshua Lopez,US,"Updated Jan 3, 2025","NO FREE SHIPPING OR RETURNSThey got me with the ""free shipping"" if I buy another pillow cover. So I bought an extra one and they still charged me $9 for shipping. I sent an email asking why and they said that I only get free shipping on the extra pillow case, not with the original pillow. I couldnt believe the bait and switch tactics. So we received our $58 chair pillow for my wife's back and both of the items, that they wouldn't ship for free, got shipped together. So I decided I wanted to return it, it wasn't exactly what we wanted, on top of the extra charges we just wanted to return it before the 30 day return policy. I sent 4 different emails with no response. Finally, I was able to get a hold of someone from customer service and they informed that if I opened the pillow, I couldn't return it. So they lied, took my money, and wouldn't give it back. DONT BUY FROM THEMDate of experience: December 16, 2024",1,Home
John Morden,CA,"Apr 27, 2024","Ooooohh great comfortGreat product,just as advertised. I bought this to help with my posture and back relief after sitting for long periods of time.The only frustrating part of this transaction was opening my package and then the 24 hr. wait till the cushion returned to its original self.  They are compressed for economical shipping. Shipping cost was more than reasonable.Date of experience: April 27, 2024",5,Home
Carol,US,"Jan 2, 2025","KLAUDENA DOES IT AGAINKLAUDENA DOES IT AGAIN. CONTINUES TO SEND UNSOLICITED EMAILS.  NOW THEY'RE STALKING.KLAUDENA IS AN AWFUL COMPANY.Date of experience: January 02, 2025",1,Home
John K,US,"Updated Dec 26, 2024","return is a scamtried to order 1 but somehow ordered 4...called within the hour and was told to late as order already with shipping but can return the extra 3 for full credit - just pay shipping...when received the instructions to return the return address was Germany (they shipped to me from NY)...cost to return $85, refund would be $65...what a scam...gave them to Goodwill12/26/24 since posting on Trustpilot I have heard from Klaudena and the issues was resolved quickly and to my satisfactionDate of experience: December 01, 2024",1,Home
Donna Ruth Charter,CA,"Aug 30, 2024","I'm happy that it actually helps my…I'm happy that it actually helps my lower back sitting  or standing long periods at a time.It was a great gift chose for my Family and would recommend any of your products to anyone with health issues, back,legs and neck problems. Thank youSincerely Donna CharterDate of experience: August 30, 2024",5,Home
Ella S,US,"May 31, 2024","Amazing Seat CushionMy daughter recently had back surgery and I ordered Klaudena seat cushion.  It is amazing!  We have tried other cushions by my daughter said this cushion is so comfortable, she loves the memory form because it helps support her back.  I am sure we will order some of the other products that are offered by Klaudena.  Thank you again for this amazing product.        Date of experience: May 24, 2024",5,Home
JJW,FR,"Jun 29, 2024","Excellent info and servicePlacing the order -easy.  Was updated on delivery date.  Delivery arrived on day specified.Early days to give an opinion on how good the seat cushion and back support are.  It certainly feels comfortable.  Date of experience: June 29, 2024",5,Home
Betsie,US,"Jun 7, 2024","I was very impressed with your detail…I was very impressed with your detail to follow up, letting me know that you received my order, when it would arrive, etc.  Plus, showing me how to unpack it and give it a few hours to expand.   I'm really enjoying the comfort of the seat cushion and foot rest in my office. Date of experience: June 06, 2024",5,Home
Jack,US,"Dec 17, 2024","Return policy requires reading the details We purchased four seat and back cushions. We were not able to use them, and in attempting to make the return (30 day return policy) we learned that an opened cushion cannot be returned and all others must be returned to Germany. A return to Germany from the states costs more than double the original purchase price.Date of experience: December 17, 2024",1,Home
Tom and Deb,US,"Jun 14, 2024","The cushions are of top-notch qualityThe cushions are of top-notch quality. We are delighted with the support they give. We don't foresee a breakdown of the cushion materials. Our only 2 wishes are that they had a wider one to choose from and a carry strap. Otherwise, look no further for the high quality these offer!Date of experience: June 14, 2024",5,Home
jeffrey nelson,US,"Jun 17, 2024","The seat cushion I ordered was…The seat cushion I ordered was absolutely perfect. I tried numerous things before this cushion and nothing seem to work. With the assumption that this wasn’t going to work either I said what the hell I’m gonna buy it and try it anyway, and it was absolutely perfect. In fact, I want to buy the one for your back next, as I think it’s going to be a perfect addition to what I just bought. Thanks again for making a quality product. I think that’s what every consumer wants is just a fair shake and that’s what I got here with your company. Thanks again. Date of experience: June 07, 2024",5,Home
pat moderow,US,"Apr 23, 2024","concern over  cover contructionThese cushions seem to be of a good quality foam.   I am a little concerned that the material that is the cover may not last too long.   The stitching of the Zipper is very ""iffy""  I worked in the making of bags and luggage  and the stitching with the raveling type of fabric of these cushion cover is a worry fearing that it may pull apart. around the zipper.Date of experience: April 23, 2024",5,Home
Eva Fischer,US,"Dec 18, 2024Verified","The Klaudena seat cushion is a SCAM!…If you are looking for a seat cushion that helps with back pain, don't buy from Klaudena. The cushion is nothing special, it's expensive, customer service is very poor, sub standard and if you opened the package and tried the seat cushion out, you are unable to return it all together. If you return it unopened and unused, you have to ship it to Germany, which is extremely expensive!DO NOT BUY THIS SEAT CUSHION. IT'S A SCAM!!!Date of experience: December 17, 2024",1,Home
Cher,US,"Updated Oct 17, 2024","Customer Service is Non-Existent I ordered one cushion but was charged for and sent 4. I emailed customer service immediately after receiving automated confirmation that I needed to modify my order and my request was rejected. I sent numerous emails after receiving my order for return instructions and only received automated replies. They only give you a 30-day window for returns but apparently ignore you so you can’t ever return their product despite a money back guarantee.Someone from this company finally called me back. They refunded my payment in full and allowed me to keep the product. Nice of them but it shouldn’t have taken so long to resolve my issue.  Date of experience: August 25, 2024",3,Home
Terrence Russell,AU,"Jul 18, 2024"," Klaudina seat cushion and backrest. I use my Klaudina seat cushion and backrest on my portable electric wheelchair. It gives me all day comfort and is superior to the supplied cushion and backrest. At the end of a day on the chair I no longer feel fatigued. Date of experience: July 18, 2024",5,Home
Janet Wilson,US,"Updated Jul 11, 2024","Customer Service responded quickly to my concerns.I purchased this seat cushion for my home and office and was unable to use it.  This is a larger cushion and would be appropriate for a chair that was big enough. I would check the size of the cushion and your chair prior to purchasing it.  Customer service understood my frustration and refunded my money the same day.  Date of experience: July 08, 2024",4,Home
JUDY KELLEY,US,"Updated Dec 20, 2024","DO NOT PURCHASE anything from them !!!!!I was sent four outer covers by mistake. I have tried to return, but not going to pay $29.00 to return them to Germany. After all this confusion I want to return everything, but not Germany. They were mailed from the US so why can't the be returned to the same. I have sent several request regarding this problem, and called the customer service number and was put on hold for over 20 minutes three times. Please advise how I can return and receive a full refund.Date of experience: November 28, 2024",1,Home
Ms. Carola I Klink,AU,"Jun 18, 2024","Haven’t actually tried the pillow yet…Haven’t actually tried the pillow yet but I think I’ll love it, it’s for my car. What I disliked immediately was all the heavy plastic packaging. Totally unnecessary to have the pillow in 2 thick bags . Hope you can find a different solution, it literally hurt me to put it in the bin.Sorry, it had to be said Thank you 🙏 Date of experience: June 17, 2024",4,Home
Carmen Norris,AU,"Jun 7, 2024","Seating Relief.To manufacture a product that allows people to sit in a chair without twisting and turning plus moaning and groaning because of the pressure, shows me that a serious commitment is in place to produce a ""HAPPY"" product. I know this product, as with all products, will not suit everybody, but it does suit me better than other items that I have tried.Date of experience: June 07, 2024",5,Home
Gita Khanna,AE,"Jun 14, 2024","Delivered on time & good quality CushionsGot my Cushions as per schedule & the product is of very good quality. Exactly as shown in the picture. The comfort of sitting long hours with the help of the cushion is truly amazing. Very satisfied with my purchase. Date of experience: June 07, 2024",5,Home
Trost,ES,"May 2, 2024","Most relevant are the quality and price…Most relevant are the quality and price of the product (a seat cushion). It was bought for my husband's wheelchair a few days ago -he sits for hours- and we are not sure for the moment that the cushion helps to relieve his backacheDate of experience: April 22, 2024",5,Home
Paul Mazzio,US,"Jul 13, 2024","Pure DelightAfter researching several companies who claimed to have the best seat cushion, I googled what is the #1 best seat cushions and your company came up. I looked into it and thought it sounds like it is just what I need for this new season of driving. So I ordered 2 of the. One for my school bus and one for my car. Little did I know the amazing surprise my body was going to feel as I began to use them. WOW!! No pain driving and was amazing. So gave one to my fellow driver who loves it and no pain too while driving our long routes. So definitely deserving of KUDOS of the Highest for a well designed product that can help everyone!!Date of experience: July 01, 2024",5,Home
Farm Granny,US,"Oct 25, 2024","I can safely and painlessly sit again.It became very obvious that sitting was painful and making my back and legs ache.I have become older, skinny and boney.Date of experience: October 23, 2024",5,Home
Ernest Iannelli,US,"Jul 11, 2024","I had posted a review where I told that…I had posted a review where I told that it was impossible to return a seat cushion.subsequently, I was contacted by Klaudena, and my money was refunded, and I was promised a gift for my trouble.so, it pays to complain.But they are still a bad company to deal with.Date of experience: July 09, 2024",5,Home
Elaine S,US,"May 21, 2024","I was contacted by Klaudena's customer…I was contacted by Klaudena's customer service yesterday, May 20th, to address my previous complaint. I was informed they were very sorry for what happened with my order. Customer service is looking into my order and has compensated me, which I think is what a reputable company would do. I'm totally satisfied with the outcome. Date of experience: May 20, 2024",5,Home
Gaye Hall,AU,"Updated Jun 28, 2024","Refund I would like to change this review I did on this company.  When I finally managed to contact the correct department Klaudena have gone out of their way to fix my complaint.  They have refunded the full amount I paid as a show of good faith.Date of experience: May 17, 2024",4,Home
Pauline Webber,AU,"Jun 21, 2024","Look looking their bestJunOffering 3 for 1 is an excellent incentive for people to buy . The overall appearance of these products is Feminine, And appealing, All three containers have a fresh clean look, I love that they are all pump bottlesDate of experience: June 21, 2024",5,Home
Raffaella Roviglioni,IT,"Updated Oct 13, 2024","Pillow didn't regain right shape from vaccuum bag - they refunded itI ordered twice from this company, and some products (the seating pillow) were fine both times. But the lumbar support pillow didn't regain its intended shape after days from opening the vacuum bag it came in: the asymmetrical shape made it useless. They sent me a replacement for it, and this second pillow was even worse than the first one: the shape was not regained and it remained flat on one side, even more irregular than the previous one. I asked for a refund at that point, and they would not give me my money back unless I return the pillow *at my own expense*. Given it's a shipment to China, the cost to send it back equals what I paid for the pillow.Really bad customer care, since the refund for a defective item cannot be treated as any other return (because you don't like the item or else). I will never recommend it again.EDIT: the company reached out to me and offered a refund for the item which I received quickly. Given that, I am open to buy from them again - also considering the other items I bought are pretty good quality and deliver as promised.Date of experience: October 07, 2024",3,Home
Ron Stojek,US,"Nov 8, 2024","Helpful PersonnelAs I needed to return 4 extra covers (my order error) the process was easy due to your your kind personnel. Date of experience: November 01, 2024",5,Home
Jerry Buckman,US,"May 22, 2024","The item shipped on timeThe item shipped on time. The item is even better than I  thought. I have a large Lazboy rocker in nice leather. I have tried several covers for the chair. None stay in place and I was constantly putting myself back in place. With the type of finish on the bottom of the cushion it stays in place, nicely, on the leather seat.Great!! All the other features just make the cushion that much better!Date of experience: May 20, 2024",5,Home
Sharon Lippert,US,"Apr 23, 2024","Posture and core strengthI got the seat cushion for more support.  If you sit a lot, this is really great for helping your posture which is really important as we age. Sitting up straight helps core strength too.  I hope they make another version for the car.  This seat didn't fit for my car, it may for yours.Date of experience: April 23, 2024",5,Home
Jude powell,US,"May 25, 2024","Relieved lower back issuesI appreciate being contacted by the company for my honest feedback on their product and was able to say I'm very happy with the ergonomic office chair cushion I purchased.  It's a game changer for my back issues.  Date of experience: May 24, 2024",5,Home
Linda-Ann Tolla,US,"Jun 22, 2024","Unbelievable comfort at first…Unbelievable comfort at first sitting….I have been using it in bed watching TV…I have even fell a sleep through the night on it….I am thinking of getting one for my wheelchair….thanks Date of experience: June 19, 2024",5,Home
whackfoldeediedo,US,"Updated Jun 18, 2024","Fraudulent companyI ordered one cushion and they sent me four. The cost of returning the other three exceeds the value of the product. This is Trump like con artistry.  The product itself is sub par. Take my advice and avoid this company .UPDATE: In fairness, the company reached out to me and gave me a full refund. SO I take back my initial review and am now happy to say that I am very satisfied.Date of experience: June 11, 2024",4,Home
Monica K,US,"May 13, 2024","Top Notch Customer ServiceI did contact customer service and they were very helpful. I had purchased 4 of the cushions and I was unsure if I needed to purchase the covers for them separately. The representative assured me that they came with covers and cancelled the order immediately for the cushions - I did not have to wait a week or two for the credit like most companies make you do.Date of experience: May 03, 2024",5,Home
Joshua Peart,AU,"Jun 3, 2024","A great product which actually works!A great product which actually works!I have had lower back pain for years on and off due to sitting for long periods of time in meetings. This product is easy to carry around to wherever I go and I can just put it on the seat prior to sitting and it's a lifesaver. No more pain when I go to get up after an extended period of time sitting down. Thanks Klaudena!Date of experience: June 01, 2024",5,Home
L E,US,"Updated Oct 10, 2024","I'm hoping this gets your attention…Edit: Well, this review worked. They sent me another cushion and it is currently re-inflating after the journey. I am hopeful that it will be comfortable and grateful they fixed the situation. Leaving off one star because it was quite the runaround and now they won't stop calling me to talk...I'm hoping this edit serves as a gentle message that we do not need to talk...please stop calling and thank you again for your help.~I'm hoping this gets your attention because nothing else has. I noticed the address I shipped to was wrong within 30 seconds of the order. I immediately had a conversation with an agent saying I needed to change the address, she took down my accurate address and said she would process it. Two days later I get an email saying it's coming to the wrong address which is across the country. When I emailed about it I got a response saying I needed to work it out with the carrier. What?? Why would your customer service be unable to cancel or change an order within 30 seconds of doing it? I just want this cushion or a refund, whichever is faster!Editing to say: You aren't giving me any way of contacting you other than the form. I've already talked to you on the form and you keep offering me digital gifts worth more than the cost of the cushion instead of just sending me another cushion or refunding me...! For the love of all that is holy please just refund me or send the cushion to the right address!Date of experience: September 29, 2024",4,Home
Rose Fleet,US,"Jun 18, 2024","ReclinerPrimary use of cushion is for my recliner when I watch TV.  The cushion is not as wide as I would like it to be to cover more of the recliner seat, but it's medium soft and comfortable.Date of experience: June 18, 2024",4,Home
Steve Jarrett,AU,"May 4, 2024","Quick postage and product is excellent…Quick postage and product is excellent quality and has helped my lower back pain to go away. My 80 year old mother also finds it very comfortable.Date of experience: May 04, 2024",5,Home
christy,US,"Sep 18, 2024","The seat cushion is very well madeThe seat cushion is very well made, the height is perfect for my computer chair. I feel much better after sitting so long. The shipping was fast and the packaging was great.Date of experience: September 18, 2024",5,Home
Eddie,US,"May 20, 2024","Great customer serviceGreat customer service. Available to answer any questions. It took a little time to provide the tracking number but everything else was on point. Product is of good quality. Date of experience: May 20, 2024",5,Home
Karel van Dooren,CH,"Dec 19, 2024","The seat cushions and the head pillow…The seat cushions and the head pillow are a very positive experienceDate of experience: December 06, 2024",4,Home
Lemonkay,US,"Jun 11, 2024","Superior comfort.I have tried 6 other cushions for my wheelchair. None of them worked. This one provides superior comfort through an 8 hour shift at work.Date of experience: June 11, 2024",5,Home
Sharan Pike,US,"Jul 9, 2024","I ordered 1 seat cushion and a cushion…I ordered 1 seat cushion and a cushion cover. The cushion was on special for $18.85 and the cover $14.10. I was immediately inundated with more offers. Then before I got the order tally you had changed the order to 4 cushions for a total of $103.00. I had to go searching for the invoice. The order total should be done immediately before confirmation and I would have them seen the mistake and changed it. But now you say it is too late to make any changes. This sounds very shady. I would like to cancel the order. Date of experience: July 08, 2024",3,Home
VeAnn Nichols,US,"Jun 14, 2024","I love the cushionI love the cushion.  The only problem I had was somehow 8 cushions were ordered and I could not change it at the time of purchase.  Returning the items was very expensive so I kept them with a 20% discount and some online items.  The support section was very helpful.Date of experience: June 07, 2024",3,Home
Hugh Mclachlan,AU,"Apr 23, 2024","the product is exactly what it was…the product is exactly what it was described online, nothing false. it was posted quickly and received in the same condition it left the warehouse.Date of experience: April 23, 2024",5,Home
Lilian,IE,"Jun 19, 2024","I bought the Klaudena for leg and back…I bought the Klaudena for leg and back pain while driving. Since using this product the pain has reduced dramatically.. I genuinely love it, its so good to not feel pain anymore Date of experience: June 12, 2024",5,Home
TERESA STEELE,US,"Jun 13, 2024","Comfier than anticipatedI really like this cushion. I did not expect it to be any where near as comfortable as it is.  So far it really positions me just the way I like.  I just bought another one for my husband.Date of experience: June 07, 2024",5,Home
Consumer,US,"Dec 9, 2024","My husband could not use the seat…My husband could not use the seat cushion, since he is so tall the cushion made his head hit the roof of the car and he said it was not comfortable. I called to return and was told if the package was opened I could not return it.  I couldn’t believe it.  I told the representative that I would make sure and put on Facebook not to order their product.Date of experience: December 08, 2024",1,Home
Jimmy Scheel,US,"Dec 11, 2024","They give what they promiseThey give what they promise. The cushions were very well presented, and I got just what I ordered.Date of experience: November 27, 2024",5,Home
Janet Forrester,CA,"Nov 23, 2024","Buyer Beware-This is not America’s #1 Seat CushionI ordered 4 seat cushions in what I thought was Canadian dollars - not clear on currency. Got charged in U.S. dollars. Then received a misleading email saying ""did you forget to order seat covers?"" So I ordered 4 seat covers. Package arrived with seat covers on the seat cushions. Two days later, received 4 seat covers which I didn't need. Seems returns must go to Germany and the shipping costs 2-3 times more than the items are worth. No satisfaction from customer service. No refund without returning items. Apparently not clear where the company is located. Invoice says ""UAB Ausica Gedimno g. 45-7, LT-44239 Kaunas""Date of experience: November 19, 2024",1,Home
Danielle ,AU,"May 12, 2024","Happily ordered two of these products…Happily ordered two of these products one was for Mother’s Day ! Thankfully it arrived in time ! Very satisfying Date of experience: May 12, 2024",5,Home
Linda Bartnick Hoefer,US,"Dec 8, 2024","Rip OffI am one of the ones that got lost in the process of returning my 4 cushions, that I did not order.  I refuse to pay the $94.00 to ship them back to Germany when it only cost the company $8.95 to send them to me in North Carolina.  So I returned the 4 cushions to the address, Cheektowaga, NY where they were shipped from.  They received them on Saturday  12/7/2024.  I have not heard back from them.  I would not do business with them.  It is a rip off,.Date of experience: December 01, 2024",2,Home
Yvonne Alston,US,"Jun 17, 2024","Very comfortableVery comfortable.  Helped my posture.  It was a little slippery. I would recommend it to others.  Foot stool was also very comfortable and convenient.Date of experience: June 13, 2024",4,Home
Mike Gantnier,US,"May 29, 2024","Bad AppThe APP you use for orders does not work properly and makes changes to the order as it is placed. I wanted 1 seat and when I placed my order it showed I ordered two. On another order I ordered one seat and one cover and after I placed the order, it showed I ordered one seat and four covers. Date of experience: May 09, 2024",3,Home
Eunice Ann Carr,AU,"May 28, 2024","I sit all day and using the Klaudena…I sit all day and using the Klaudena cushion has made the day bearable now, so will no doubt order another, to save carting it around to another room.Date of experience: May 28, 2024",4,Home
