brand,Category,price/value,reviewsCount,stars,Product
jumper,Electronics,469.99,12.0,3.9,"jumper Laptop, 16 inch Full HD Display, 1920x1200 Pixel IPS screen, 5305U Processor, 4GB RAM 128GB SSD, 38Wh Battery, USB3.0, Office 365 1-Year Subscription, Keyboard Film UK"
NIAKUN,Electronics,399.99,182.0,4.4,"NIAKUN 16 inch Laptop, Notebook RAM 16GB+SSD 1TB, Processor N100 Notebook (up to 3.4Ghz) Full HD 1920x1200P, Laptop Computer Keyboard with Backlight, USB 3.0, 6000mAh, HDMI"
iSTYLE,Electronics,229.99,4.0,5.0,"iSTYLE 15.6 Inch Laptop Windows 11 16GB RAM 256GB SSD Celeron Quad-Core up to 2.9GHz, PC Notebook with Dual Band WiFi, USB 3.0, Fingerprint reader, Backlit Keyboard (Silver)"
Cadbury,Grocery,4.95,168.0,4.5,"Cadbury Dairy Milk Mini Snowballs Chocolate Bar, 110g"
Mars,Grocery,1.35,9536.0,4.6,"Galaxy Chocolate Bar, Salted Caramel & Milk chocolate, 135g, Ideal as a Chocolate Gift, Chocolate Snack or in a Chocolate Hamper"
Lindt,Grocery,,1626.0,4.7,"Lindt Swiss Assorted Napolitains Gift Box Containing A Mixture Of Swiss Milk Chocolate, Dark Chocolate, White Crisp Chocolate, LINDOR Milk Chocolate And Milk Crisp Chocolate, 700 g"
Cadbury,Grocery,,24.0,4.7,Cadbury Timeout Orange Milk Chocolate Covered Wafer 6 x 18g (108g)
maxmedix,Pharma,19.99,5449.0,4.5,"Multivitamin for Kids - 120 Natural Raspberry & Orange Flavour Chewable Gummies (2 Month Supply) - Low-Sugar Childrens Multivitamins with Zinc & Omega 3, 6 & 9 - Vegetarian Vitamins for Kids"
Alive!,Pharma,15.49,447.0,4.5,Alive! Men's Energy Soft Jell Multivitamins | 60 Chewable Gummies | Complete Multi-Vitamins Specially Formulated for Men | Get More Out of Life
Kinder,Home,,276.0,4.7,Kinder Chocolate Mini Treats 200g
SOLGAR,Pharma,9.9,28.0,4.8,"Solgar Multi-One - One-a-Day Multivitamin Tablets - 30 Day Supply - for Energy, Immunity, Mental & Cognitive Health - Includes Vitamin B12, D2 & Pantothenic Acid - Suitable for Vegans"
Wellgard,Pharma,7.43,4104.0,4.5,"Vegan Multivitamin Gummies by Wellgard - Chewable Multivitamins Adults, 60 Vitamin Gummies, Orange Flavour (Adult Gummies)"
Holdsworth Chocolates,Grocery,12.13,282.0,4.0,Holdsworth Chocolates Classics - Theobroma Collection an Assortment of Handmade Truffles Formed of Pralines and Caramels Coated with Dark or White Milk Chocolate 200g
Anthon Berg,Grocery,27.99,512.0,4.7,Anthon Berg Chocolate Liquor Chocolates Gift Set - Pack of 64 Premium Bottle-Shaped Original Dark Liqueurs - 8 Famous with Free Christmas Card or Keyring
NATURELO,Pharma,33.79,15027.0,4.5,"NATURELO One Daily Multivitamin for Women - with Natural Food-Based Vitamins, Minerals, Fruit & Vegetable Extracts - Best for Maintaining Essential Nutrients - 120 Vegan Capsules | 4 Month Supply"
Carlyle,Pharma,12.73,267.0,4.4,Multivitamin Tablets for Men and Women | 365 Count | with 28 Essential Vitamins and Minerals | Vegan Supplement | by Carlyle
Lenovo,Electronics,518.0,7.0,3.7,Lenovo V15 G4 Intel Core i5 16GB RAM 512GB SSD 15.6 Inch FHD Windows 11 Pro Laptop
LONGEVINCE,Electronics,229.0,3.0,4.6,"LONGEVINCE 14 Inch Laptop, Celeron N4120(up to 2.6GHz), 8GB DDR4, Windows 11, Thin&Portable Narrow frame Laptop,USB 3.0 x 2,Webcam, Bluetooth, Wi-Fi (Rose Gold/128G SSD)"
HP,Electronics,213.12,5.0,3.9,"HP Elitebook 840 G6 Laptop - 14in FHD AG UWVA - 1.6GHz Intel Core i5-8365U Quad-Core - 16GB DDR4 - 256GB SSD - Windows 10 pro (Renewed), Silver"
HP,Electronics,949.99,23.0,4.2,"HP Envy x360 14"" 2in1 Laptop, AMD Ryzen 7-8840HS Processor, AI Enhanced, 16 GB RAM, 1TB SSD, AMD Radeon Graphics, WUXGA IPS Touchscreen, Up to 14hrs 45 battery, Win 11, Glacier Silver, 14-fa0000sa"
HP,Electronics,239.0,321.0,4.2,"HP Stream 11"" Laptop, Intel Celeron N4120, 4GB RAM, 64GB eMMC, Intel UHD Graphics, HD Display, Win 11, Up to 14hrs battery, MS 365 Personal 12 month, Diamond White, 11-ak0028sa"
Lenovo,Electronics,149.99,2.0,4.1,Lenovo IdeaPad 1 Laptop | 15 inch Full-HD (1080p) Display | Intel Celeron N4020 | 4 GB RAM | 128 GB SSD | Windows 11 Home | Cloud Grey
DREAMFYRE,Electronics,499.0,3.0,5.0,"15.6"" Laptop PC 16GB DDR4 512GB SSD, HD Laptop AMD Ryzen 5 3500U Processor AMD Integrated Graphics Laptop Computer with Touch ID 2.4/5G WiFi Bluetooth5.2 2xUSB 3.0 for Students/Office/Gaming"
Toshiba,Electronics,129.99,69.0,3.1,"Toshiba Satellite C660-220 15.6 inch Laptop (Intel Core i3-370M Processor, RAM 4GB, HDD 500GB, Windows 7 Home Premium)"
HP,Electronics,349.0,89.0,3.9,"HP 17.3” Full HD Laptop PC 17-cn0041sa, Intel Pentium Gold, 4 GB RAM, 128 GB SSD, Windows 11 in S Mode, with Microsoft 365 Personal 12 Months Included – Black"
Acer,Electronics,692.97,92.0,4.2,"Acer Aspire 5 A515-57G Laptop - Intel Core i5-1235U, 8GB, 512GB SSD, NVIDIA GeForce RTX 2050 4G, 15.6-inch FHD IPS, Windows 11, Iron"
Dell,Electronics,362.0,63.0,3.4,"Dell Latitude 7490 14” FHD Laptop – Core i7-8650U (4.2GHz), UHD Graphics 620, 16GB DDR4, 1TB SSD, Fingerprint & Card Reader, vPro, WIFI 5 & BT 4.2, Windows 11 Pro Free Upgrade, Backlit Keys (Renewed)"
UDKED,Electronics,219.0,8.0,3.9,"UDKED Small Mini Laptop, 10.1 inch (0.79 kg), Ultra Thin and Lightweight Windows 11 Netbook, Celeron N4020, 8GB DDR4 128GB SSD,WiFi, BT,Webcam,USB 3.0,Type-C,HDMI,Perfect for Kids and Adults - Gray"
HP,Electronics,379.99,474.0,4.0,"HP 14"" Laptop, Intel Core i5-1235U Processor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, FHD Display, Up to 8hrs battery, Win 11, Dual Speakers, Natural Silver, 14s-dq5005sa"
Holdsworth Chocolates,Grocery,8.79,64.0,4.5,"Holdsworth Chocolates Occasions Collection - Just For You Gift Box Filled with Handmade Truffles and Assorted Milk, Dark and White Chocolates Perfect for gifting 110g"
Nutri Advanced,Pharma,18.95,67.0,4.3,Nutri 50mg Multi Essentials One A Day 30 Tablets
Swedish Nutra,Pharma,15.99,182.0,4.3,"Swedish Nutra - Ultra+ Multivitamin Liquid Food Supplement - Pack of 500 ml, 33 Day Supply | Packed with Vitamins, Minerals, Super Greens and Aminos to Boost Energy & Immunity I Natural Orange Flavour"
Ambience Products,Grocery,21.94,29.0,4.7,"Lindt Lindor Gifts Selection Fine Continental Chocolate Box Extra Large - 40 Assorted Milk, Dark And White Chocolates, 427g - Sharing Box - For Him Or Her On Valentines Day, Christmas, Birthday"
Centrum,Pharma,8.67,128.0,4.4,"Centrum MultiGummies, Multivitamin Gummies for Men and Women, Vitamins with Essential Vitamin C, D, B12 and Berry & Orange Natural Fruit Flavouring, 60 ct"
Yorkie,Grocery,,277.0,4.6,"Yorkie Raisin and Biscuit Chocolate, 3x44g"
Ferrero,Grocery,6.3,3690.0,4.6,"Ferrero Raffaello Pralines, Christmas Chocolate Gift, Gifts for Women and Men, Coconut Speciality with Coconut Filling and a Whole Almond, Box of 23 (230g)"
KitKat,Grocery,19.24,1737.0,4.4,"Nestle Kit Kat Christmas Friends 100 Assorted Milk Chocolate Christmas Figures Bulk Chocolate Box, 820 g"
Entity,Electronics,199.0,7.0,5.0,"Entity Book 14 Home (2024) 14.0” Full HD Laptop Notebook PC (Intel Celeron N4020C, 4GB RAM, 128GB eMMC, Windows 11 Home, Dual Band Wifi, Integrated Webcam)"
Lindt,Grocery,16.0,4289.0,4.6,Lindt Master Chocolatier Collection Large Chocolate Box 320g
NATURELO,Pharma,39.75,18493.0,4.4,"NATURELO One Daily Multivitamin for Men - with Natural Food-Based Vitamins, Minerals, Fruit & Vegetable Extracts - Best for Maintaining Essential Nutrients - 120 Vegan Capsules | 4 Month Supply"
Dell,Electronics,369.0,29.0,3.9,DELL Latitude 5400 14 Inch Intel Core i7 8th Gen 16GB RAM 256GB SSD Touchscreen Windows 11 Pro (Renewed)
Fsjun,Electronics,399.99,24.0,4.1,"Fsjun 16"" Rose Gold Laptop, Celeron N5105 CPU(up to 2.9GHz), DDR4 16GB RAM 1T SSD, FHD IPS Display, Backlit KB, Fingerprint Unlock, USB 3.0, HDMI, WiFi/BT, notebook for Work, Study and Play"
Lenovo,Electronics,230.66,94.0,4.5,Lenovo IdeaPad Slim 3 | 14 inch Full HD Laptop | Intel N100 | 4GB RAM | 128GB SSD | Windows 11 Home in S mode | Abyss Blue
Lenovo,Electronics,,278.0,4.1,Lenovo ThinkPad T450 14.1-inch i5-5300U 8GB 256GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)
jumper,Electronics,229.99,1.0,5.0,"jumper Laptop, 15.6 inch HD Display Notebook, 5205U Processor, 4GB RAM 128GB Storage, 38Wh Battery, Office 365 1-Year Subscription, Dual Stereo Speakers, USB3.0, Keyboard Film UK."
Acer,Electronics,999.0,43.0,4.4,"Acer Swift Go 14 SFG14-63 Laptop - AMD Ryzen 7 8845HS, 16GB, 1TB SSD, Integrated Graphics, 14"" 2.8K OLED, Windows 11, Iron"
Lenovo,Electronics,469.99,11.0,4.7,"Lenovo ThinkPad T14 Gen 1 14"" FHD Touchscreen Laptop AMD Ryzen 3 PRO 4450U 16GB RAM 256GB SSD Fingerprint Reader Windows 10 Pro Upgradable to Windows 11 Pro"
HP,Electronics,182.0,4.0,4.7,HP 14s-dq0034na Laptop | 14in HD | Intel Celeron N4120 | 4GB RAM | 128GB SSD | Windows 11 | Black
Fusion5,Electronics,239.99,263.0,4.1,"Fusion5 14.1"" A90B+ Pro 128GB Windows 11 Laptop - 4GB RAM, 128GB Storage, Full HD IPS, Bluetooth, Dual Band WIFI Laptop, USB 3.0, Expandable Storage (128GB)"
Lenovo,Electronics,416.01,230.0,3.5,"Lenovo IdeaPad 15.6"" Laptop Newest, 20GB RAM, 1TB SSD, AMD Quad-core turbo Processor, 15.6 Inch HD Anti-Glare Display, 9.5 Hours Battery, Windows 11"
Microsoft,Electronics,219.99,102.0,3.8,"2019 Microsoft Surface Laptop 3 with Intel Core i5-1035G7 (13.5-inch, 8GB RAM, 256GB SSD) (QWERTY English) Black (Renewed)"
Cadbury,Grocery,1.4,362.0,4.4,"Cadbury Dairy Milk Buttons Treatsize Chocolate Bags, 5 x 14.4g"
HP,Electronics,245.0,37.0,3.9,"HP EliteBook 840 G3 14 FullHD Laptop - Core i5 6300U, 16GB DDR4, 512GB TLC 3D NAND SSD, Wireless 11ac & Bluetooth 4.2, Windows 10 Pro “ UK Keyboard Layout (Renewed)"
ASUS,Electronics,249.99,2.0,3.1,"ASUS Laptop Vivobook 17 X705MA 17.3 HD+ Laptop with Bag & Wired Mouse (Intel Celeron N4020, 8GB RAM, 256GB SSD, Windows 11) (Renewed)"
IBM,Electronics,79.99,1.0,4.0,Excellent value! Cheap home business student office Windows 7 Professional laptop with Intel DUAL CORE processor and Microsoft Office 2007 Professional fully installed. Various brands!
BENFEI,Electronics,6.49,5587.0,4.5,"BENFEI VGA to VGA Cable, VGA to VGA 1.8m Cable with Ferrites, Laptop"
Kinder,Grocery,,4059.0,4.7,"Kinder Milk Chocolate Small Bars with a Milky Filling, 8 x 12.5g"
Wellwoman,Pharma,7.85,6256.0,4.5,"Multivitamin Vegan Gummies for Women, Wellwoman"
ALPHA01,Pharma,7.99,92.0,4.4,"Multivitamins & Minerals for Men and Women – 90 Vegan Tablets – High Strength 18 Essential Vitamins & Minerals with Iron, Vitamin C, B12 & D3 – by Alpha01"
Nature's Plus,Pharma,24.95,3136.0,4.5,"NaturesPlus Animal Parade Gold Children Multivitamin - Orange Flavour, Chewable Animal Shaped Tablets - Vegan, Gluten Free - 120 Tablets"
Mars,Grocery,,725.0,4.7,"Maltesers Chocolate Pouch, 102g"
Natures Aid,Pharma,6.45,15581.0,4.3,"Natures Aid Mini Drops Multi-vitamin for Infants and Children, Sugar Free, 50 ml"
BUTLERS,Grocery,6.5,321.0,4.6,Butlers - The Chocolate Box - Small Ballotin - 160g Box
Nutravita,Pharma,19.99,196.0,4.6,Multivitamin Gummies for Women and Men - 120 Vegan Gummies (4 Month Supply) - 14 Essential Vitamins & Minerals - Vitamin C A D B12 Biotin Zinc - Berry Flavour Chewable Adult Multi Vitamins - Nutravita
Microsoft,Electronics,1104.64,35.0,4.0,"Microsoft Surface Laptop | Copilot+ PC | 13.8” Touchscreen | Snapdragon® X Plus | 16GB Memory | 512GB SSD | Latest Model, 7th Edition | Black"
KUMNOSAL,Electronics,269.0,29.0,3.9,"Laptop 15.6 Inch, Laptop 16gb RAM 512GB SSD, Portable Laptop N95 Processor Up to 3.4GHz, Laptop Computer with Fingerprint Unlocking Full Size Backlight Keyboard for Work/University Students Pc"
Dell,Electronics,170.15,40.0,3.8,Dell Latitude E5470 14in Laptop - Intel Core i5-6200U 8GB DDR4 256GB SSD HDMI WebCam WiFi BT Fingerprint Backlit Windows 10 Pro (Renewed)
DREAMFYRE,Electronics,245.99,2.0,2.0,"DREAMFYRE Laptop PC 16GB RAM 512GB SSD Laptop Computer 16"" 2.5K, Alder Lake-N95 Processor (up to 3.4 GHz) Notebook, WiFi Bluetooth 4.2 USB 3.0x2 TFx1 Card Reader, HDMIx1, Audio Jack x1, Type-Cx1"
Dell,Electronics,621.0,126.0,3.8,"DELL Inspiron Laptop, 15.6"" HD Display, AMD Ryzen 5 3450U Processor, 32GB RAM, 1TB SSD, Webcam, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Carbon Black"
Dell,Electronics,218.99,85.0,4.2,"Dell Latitude 5000 5400 14"" Notebook - 1366 X 768 - Core i5 i5-8365U - 16GB RAM - 512GB SSD Windows 11 Pro (Renewed)"
LG,Electronics,1099.99,8.0,3.6,"LG gram 2024 16Z90S 16 inch Ultra-Lightweight Laptop, Intel Core Ultra 5 Processor up to 4.5GHz, 16GB RAM, 1TB SSD, Windows 11 Home, Intel EVO Certified (Obsidian Black)"
Dell,Electronics,163.0,443.0,4.1,Dell Latitude 5480 14-Inch Laptop HDMI USB 3.0 Black i5 6200U 2.30 GHz 8GB RAM 240GB SSD Windows 10 Pro (Renewed)
Dell,Electronics,129.99,4.0,4.4,"Dell Latitude E5440 14-Inch Laptop (Intel Core i5 2 GHz, 4 GB RAM, 320 GB HDD, Windows 7 Professional)"
WITECOR,Electronics,229.99,20.0,4.0,"WITECOR 14 Inch Laptops, Intel Celeron N4120, 256GB SSD, 16GB LPDDR4, 1920 x 1080 FHD IPS Display, Dual Speakers, 5G WiFi, USB 3.0, Laptop Computer for Business/Students, Mouse and Pad Included"
iSTYLE,Electronics,379.99,5.0,3.6,"iSTYLE 15.6 Inch Laptop Windows 11, 16GB RAM 1TB SSD, 1080P Display Full HD Laptop PC Notebook Celeron N5095, Dual Band WiFi, 2xUSB 3.0, Mini HDMI, Fingerprint reader, Backlit Keyboard (Silver)"
ASUS,Electronics,218.26,1062.0,4.3,"ASUS VivoBook with Microsoft Office 365 L410MA 14 Inch Full HD Laptop (Intel Celeron N4020, 4 GB RAM, 64 GB eMMC, Windows 10 S) Includes 1 Year Microsoft Office Subscription, Blue"
Horbäach,Pharma,9.99,509.0,4.6,"Multivitamin Gummies for Teenagers | 60 Count | with Vitamin A, B12, C, D, and Zinc | Berry Flavour for Teens | Vegetarian and Vegan Supplement | by Horbaach"
Celebrations,Grocery,9.49,7.0,3.4,"Celebrations Milk Personalised, 'Thank you' sleeved Chocolate Gift Box of Mini Chocolates & Biscuit Bars Centerpiece 385g"
Celebrations,Grocery,9.49,,,"Celebrations Milk Personalised, 'One of a Kind' sleeved Chocolate Gift Box of Mini Chocolates & Biscuit Bars Centerpiece 385g"
Pharmaton,Pharma,46.39,3199.0,4.5,Pharmaton Advance Multivitamin and Mineral Capsules - Contains Selenium which contributes to the normal function of the immune system - 100 Easy to Swallow Capsules
KitKat,Grocery,,255.0,4.7,"KitKat Chunky Chocolate Biscuit Bar, 288g"
Bounty,Grocery,,822.0,4.7,"Bounty Coconut Milk Chocolate Duo Bars, 4 x 57g"
Horbäach,Pharma,14.98,256.0,4.5,"Womens Multivitamins Over 50 | 27 Essential Nutrients Including Vitamin B12, D, Iron and Vitamin C for Normal Collagen Formation | 120 Vegetarian Tablets | by Horbaach"
Viridian,Pharma,21.74,468.0,4.6,Viridian - High Five Multivitamin Formula - 120 Veg Caps | Support Energy & Vitality with 23 Essential Nutrients & Including Vitamin B5 | Formulated by Nutritionists | No Artificial Additives | Vegan
Purolabs,Pharma,31.99,68.0,4.0,Multivitamins & Minerals Supplement - 34 Essential Nutrients - Daily Multivitamin Tablets for Men & Women - 60 Vegan Capsules - Made in The UK by Purolabs
Celebrations,Grocery,15.99,2.0,3.0,"Celebrations Milk Chocolate Gift Box of Mini Chocolates & Biscuit Bars Centerpiece (Maltesers, Galaxy, Snickers & More), 385g (Pack of 2)"
Omvits,Pharma,19.99,436.0,4.4,"Vegan Multivitamins & Minerals - With High Strength Vitamin B12, D3, K2 & Iron - 180 Tablets in 100% Plastic-free Packaging - 6 Month Supply - Advanced Supplement for Men & Women - Palm Oil & GMO Free"
Lion,Grocery,,1962.0,4.6,"Lion Milk Chocolate Bar Multipack, 4 x 42 g"
Microsoft,Electronics,299.99,4.0,3.6,"Microsoft Surface Laptop 4 13.5 Inch Touchscreen Laptop (Platinum) –AMD Ryzen 5 with 8 GB RAM, 256 GB SSD, Windows 10 Home, 2021 Model (Renewed)"
Lenovo,Electronics,360.0,14.0,4.5,"Lenovo IdeaPad 3 15.6 Inch Full HD Laptop (Intel Core i5-1155G7, Intel Iris Xe Graphics Functions as UHD Graphics, 8GB RAM, 256GB SSD, Windows 11 Home in S mode) - Abyss Blue"
Dell,Electronics,579.0,,,"Dell Inspiron 15-3520 Notebook - 15.6 Inch FHD 1920 x 1080, 120Hz, Intel Core i7-1255U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, UK Qwerty Backlit Keyboard, Black"
Lenovo,Electronics,829.97,5.0,4.4,"Lenovo ThinkPad E16 Laptop, Intel Core i7-1355U, 16GB DDR4, 512GB SSD, 16"" Full HD, Intel Iris Xe, Windows 11 Pro"
HP,Electronics,506.95,3.0,3.4,HP 250 G9 Core i5-1235U 16GB 512GB SSD 15.6 inch FHD Windows 11 Pro Laptop
ASUS,Electronics,1449.99,114.0,4.1,"ASUS ROG Strix 17 G713PV 17.3"" Full HD 144Hz Gaming Laptop (AMD Ryzen 9-7940HX, NVIDIA GeForce RTX 4060, 16GB RAM, 1TB PCIe SSD, Per Key RGB UK Keyboard, Windows 11 Home)"
HP,Electronics,379.0,1.0,5.0,"HP 15 Silver Laptop Bundle (15.6"" Full HD - Intel Core i3 6 Core - 4GB - 128GB SSD - Intel UHD 655 - WI-FI - Webcam) + Office Software (Full Version) + 3 Year Laptop Warranty + Bag & Mouse"
Lenovo,Electronics,199.0,120.0,4.3,"Lenovo ThinkPad X280 12.5"" HD Display Windows 11 Pro Quad Core i5-8350U 8GB 256GB SSD WebCam WiFi Ultrabook (Renewed)"
Fsjun,Electronics,238.99,12.0,3.6,"Fsjun Ultra Thin and Portable 14"" Rose Gold Laptop, Celeron J4125, 8GB RAM, 128GB SSD, Win11 Pro/Office 2019, FHD IPS Display, 180° Hinge/HDMI/WiFi/BT/USB 3.0, For Travel, Work, Study (128GB SSD)"
HP,Electronics,529.0,37.0,3.5,"HP 250 G9 NEW MODEL 2022 Notebook Intel Core i5 1235U 12Th up to 4.40Ghz, Ram 16Gb Ddr4,SSD Nvme 512GB, Display 15.6"" FULL HD,PC Laptop Windows 11 Pro with MS Office 2021 Bundle"
Acer,Electronics,499.99,334.0,4.4,"Acer Aspire 3 A315-59 Laptop - Intel Core i7-1255U, 16GB, 512GB SSD, Integrated Graphics, 15.6-inch FHD IPS, Windows 11, Silver"
NATURELO,Pharma,29.75,6445.0,4.6,"NATURELO One Daily Multivitamin for Women (50+) - with Natural Food-Based Vitamins, Minerals, Fruit & Veg Extracts - Iron-Free Menopause Supplement - 60 Vegan Capsules | 2 Month Supply"
Dell,Electronics,192.85,94.0,4.2,"Dell Latitude E5490 5490 14-inch Business Notebook Laptop Intel i5 8250u 16GB RAM 512GB SSD Type-C, HDMI, Webcam, Windows 10 Pro (Renewed)"
Dell,Electronics,1199.0,39.0,4.1,"Dell Inspiron 16 Plus 7640 16.3"" 16:10 2.5K Laptop, Intel Evo Edition - Intel Core Ultra 7 Processor, 16GB RAM, 1TB, NVIDIA GeForce RTX 4060 Graphics, Windows 11 Home, Fingerprint Reader, UK Keyboard"
Parahon,Grocery,19.99,6.0,5.0,"Galaxy Chocolate Gift Box Hamper 14x Assorted Variety | Hamper Gift For Men & Women, Mum and dad | Milk Chocolate,Ripple, Hot chocolate, Mistrels & Bars | Thoughtful Presents (You're Special)"
Natures Aid,Pharma,5.95,6671.0,4.2,"Natures Aid Multivitamins and Minerals, 90 Count (Pack of 1), (Packing may vary)"
novomins,Pharma,17.99,78.0,4.2,"Novomins Multivitamin Gummies for Men – 24 Essential Multi Vitamins and Minerals for Men – Immune Support, Metabolism, Bone & Muscle Health – 60 Vegan Chews– Tastier Than Multivitamin Tablets for Men"
Centrum,Pharma,7.44,2508.0,4.6,"Centrum Advance Multivitamin & Mineral Tablets, 24 essential nutrients including Vitamin D, Complete Multivitamin Tablets, 30 tablets"
three strawberry ltd,Grocery,34.99,14.0,3.9,Cadbury 36g Wispa (Pack of 48)
Club Vits,Pharma,9.99,760.0,4.6,Multivitamin & Iron 360 Tablets | One A Day Formulation for Men Or Women | UK Manufactured | Immune Defence: Vitamin C D & B6 Supports Immune System
VL Vita London,Pharma,5.0,68.0,4.4,"Multivitamin Tablets for Men & Women | 22 Essential Active Multi Vitamins & Minerals | 4 Month Supply (Tablet, not Powder or Capsule) | Food Supplement Made in UK, Vegan"
M&M's,Grocery,14.99,,,M&M's Variety Chocolate Hamper Gift Box | Peanut | Crispy | Salted Caramel | Chocolate | Mini's
healthspan,Pharma,15.99,480.0,4.6,"Healthspan Multivitamin Gold | A-Z Formulation | Wellbeing & Immune Support | Algal Source Vitamin D3 | Vitamins A, B, C, D, E & K | Calcium, Iron, Magnesium, Selenium & Zinc | Vegan (180 Tablets)"
Centrum,Pharma,4.5,1325.0,4.6,"Centrum Advance Multivitamin Tablets for Men and Women, 30 Tablets, Vitamins with 24 Essential Nutrients including Vitamin C, D and Zinc (Packaging May Vary)"
HP,Electronics,385.0,,,"HP 15s-fq5510sa 15.6"" Laptop (Intel Core i5-1235U Processor | 8GB RAM | 256GB SSD | Full HD 16:9 Display | Windows 11 Home | Natural Silver)"
HP,Electronics,325.0,8.0,4.5,"HP 2023 Newest Laptop, 15.6 Inch Display, Intel Pentium Quad-Core Processor, Intel UHD Graphics, 8GB RAM, 256GB SSD, Bluetooth, Wifi6, Windows 11 Home in S Mode, Black"
Microsoft,Electronics,319.99,15.0,2.7,"2019 Microsoft Surface Laptop 3 with Intel Core i7-1065G7 (13.5-inch, 16GB RAM, 256GB SSD) (QWERTY English) Black (Renewed)"
ASUS,Electronics,549.0,1.0,5.0,"ASUS VivoBook 17 X1704ZA 17.3"" Full HD Intel Core i5-1235U 8GB DDR4 512GB SSD Wi-Fi 5 (802.11ac) Windows 11 Home Silver"
Dell,Electronics,138.5,73.0,4.0,Windows 10 Dell Latitude 7280 i5-6300U Laptop PC - 8GB DDR4 - 256GB SSD - Webcam (Renewed)
HP,Electronics,290.0,21.0,4.1,HP ELITEBOOK 850 G3 LAPTOP INTEL CORE I5-6300U 6th GEN 2.40GHZ WEBCAM 16GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed)
Microsoft,Electronics,799.0,1.0,4.0,"Microsoft Surface 3 Laptop (1872) i7-1065G7, 32GB RAM, 1TB SSD, 15"" 2.5K Touch Screen - Matte Black (Renewed)"
G-Anica,Electronics,249.99,4.0,5.0,"G-Anica Windows 11 Laptop Computer, 8GB RAM 128GB ROM, Intel Celeron Quad-Core Processors, 10"" Netbook Computer with WiFi, Webcam and Bluetooth, Mini Laptop with Bag, Mouse, Headphone and Mouse Pad"
Acer,Electronics,198.0,155.0,4.5,"Acer Chromebook 314 CB314-2H Laptop - MTK MT8183, 4GB, 64GB eMMC, Integrated Graphics, 14-inch HD, Google Chrome OS, Silver"
Svikou,Electronics,389.9,39.0,3.6,"[Win 11 Pro/MS Office 2019] 16"" Purple Laptop, 12th Gen Alder Lake Quad Core N95 CPU, 12GB LPDDR5, 512GB NVMe SSD, 2K FHD IPS, Color Backlit KB, Fingerprint Unlock/HDMI/Enhanced Performance(512GB)"
NIAKUN,Electronics,319.99,48.0,4.4,"NIAKUN 14 Inch Laptop Notebook Computer, Student Laptops 16GB RAM 512GB SSD, Laptop N5095 Processor (up to 2.9 Ghz), FHD 1920 x 1080 Display, 5000 mAh, TF Card, WIFI 5"
Lenovo,Electronics,535.0,13.0,4.8,Lenovo IdeaPad 3 | 15 inch Full HD Laptop | Intel Core i5-1135G7 | 16GB RAM | 512GB SSD | Windows 11 Home in S mode | Abyss Blue
Acer,Electronics,539.46,50.0,3.9,"Acer Aspire Vero AV14-52P Laptop Bundle - Intel Core i7-1355U, 16GB, 1TB SSD, Integrated Graphics, 14"" Full HD, Windows 11, Iron"
Tunnock's,Pharma,,2369.0,4.7,Tunnock Milk Chocolate Caramel Wafer 8 pack
Microsoft,Electronics,169.0,1.0,1.0,"Microsoft Surface Laptop SE 29.5 cm (11.6"") HD Intel Celeron N N4120 8 GB DDR4-SDRAM 128 GB eMMC Wi-Fi 5 (802.11ac) Windows 11 SE - Glacier Grey - KF8-00005"
Acer,Electronics,541.69,334.0,4.4,"Acer Aspire 3 A315-59 Laptop - Intel Core i7-1255U, 8GB, 512GB SSD, Integrated Graphics, 15.6"" Full HD, Windows 11, Silver"
Lenovo,Electronics,507.0,17.0,3.9,"2023 Lenovo 15.6-inch Laptop AMD Ryzen Pro 5000 Series CPU, 32GB RAM, 500GB SSD, AMD RX VegaTM 6-Core Graphics, HDMI, USB Type-C, Windows 11"
Boxed Treatz,Grocery,31.99,56.0,4.5,Quality Street Tin 2kg Christmas Chocolate Tub Festive Season Chocolates Tub Mothers Day Gift Boxed Treatz
Horbäach,Pharma,9.99,137.0,4.4,Multivitamin Tablets for Men and Women 70 Plus | 90 Count | with 32 Essential Vitamin and Minerals for 70+ | Suitable for Vegetarians | by Horbaach
HP,Electronics,599.99,474.0,4.0,"HP 14"" Laptop, Intel Core i5-1235U Processor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, FHD Display, Up to 8hrs battery, Win 11, Dual Speakers, Natural Silver, 14s-dq5010sa"
Kinder,Grocery,,279.0,4.5,"Kinder Bueno Mini Chocolate Christmas Eggs, Chocolate Treat Bag for Sharing, 80g"
Nutri Advanced,Pharma,39.95,99.0,4.4,Nutri 50mg Multi Essentials Men 60 Tablets
HP,Electronics,339.0,,,"HP 15s-eq2020na 15.6"" Full HD Laptop | AMD Ryzen 3-5300U | 8GB DDR4 3200MHz RAM | 256GB M.2 NVMe PCIe SSD | Windows 11 | Silver"
