Username,location,date,content,Rating,Category
Tonya Jackson,US,"Dec 19, 2023Verified","My experience with Retainers Direct was…My experience with Retainers Direct was very smooth and successful. The instructions to do my imprints were clear and simple. I received my beautiful new retainers in a few weeks. The retainers fit snug and comfortable. I would definitely recommend this company to anyone looking for quality retainers at a good price point.Date of experience: August 31, 2023",5,Pharma
Mario  Custodio,US,"Apr 3, 2024Verified","I have purchased the material to make…I have purchased the material to make the print two more times apart from the initial purchase and the prints have turned out poorly. I'm waiting for the last ones I bought to arrive.Date of experience: April 01, 2024",1,Pharma
Seajay Fuller,US,"Jul 17, 2024","It was very cheap and I've been using…It was very cheap and I've been using the retainer everyday for about 2 months it's still holding together, works great😇😎😇😎Date of experience: July 17, 2024",5,Pharma
Chelsy Austin,US,"Feb 6, 2024","Got my retainers quickly and they fit…Got my retainers quickly and they fit perfectly! Had to reorder and they send me 3D models so I can have them replaced at any time in the future. Highly recommended!Date of experience: February 05, 2024",5,Pharma
Caroline Hollier,US,"Apr 6, 2024","Took 5  weeks to get the retainer and…Took 5  weeks to get the retainer and when it finally  came in a plastic baggie vs a real case. I emailed customer service and they never responded. Very disappointing. Date of experience: April 03, 2024",1,Pharma
Eileen Ortiz,PR,"Jan 5, 2024","I am very pleased with my new retainers…I am very pleased with my new retainers from Retainer's Direct. It was very easy to order and get my teeth impressions for upper and lower retainers. I received an email indicating that my impressions were received and that my new retainers were been manufactured. Again, was notified when my new retainers were mailed, my retainers arrived four days later via priority mail. I am very happy with the quality and fit of my retainers, excellent customer service strongly reccomend.Date of experience: November 23, 2023",5,Pharma
Rita Elson,US,"Nov 6, 2023","Sent in my dental formsSent in my dental forms, it’s been more than 10 days and I still don’t have my retainers.  I sent in a question asking where retainers are in the process, I still have not received a response.Date of experience: November 06, 2023",2,Pharma
Marissa Banda,US,"Oct 2, 2023","Way better than the retainers I got…Way better than the retainers I got after Invisalign through my dentist! Quick easy and fast delivery! Also half the price for replacements through my dentist!Date of experience: September 15, 2023",5,Pharma
Thim McCarthy,US,"Jun 7, 2024Verified","This is my first time ordering…This is my first time ordering retainers. So far so good. I am in the waiting period, I will do another review once I receive them.Date of experience: May 31, 2024",3,Pharma
joi sutton,US,"Dec 28, 2023","Tanner is extremely helpfulTanner is extremely helpful!  This cost much less than I paid for my Invisalign back up retainer from the dentist.  I needed a minor adjustment and they did it promptly and at no charges. Thumbs up!Date of experience: December 18, 2023",5,Pharma
Coldwinter,US,"Updated Apr 4, 2024","They Withhold the TruthNo where on their website do these people tell you you'll be waiting several weeks to well over a month to get your finished retainers. You find this out only after you email them asking them where they are. They then send you an impersonal AI generated email telling you it'll take between 15-20 business days. What reason do they give for this ridiculously long wait? Quality... Quality my ass. It takes so long because they suck. It's a plastic mouthguard an orthodontist office makes in a day. Don't buy from them. Just pony up and go to an orthodontist. You aren't saving anything with this ""service"". Your teeth will Thank you. It’s been another 2 weeks and they still haven’t shipped anything. I’m sure my teeth have shifted too much for the by now outdated mold to work. Thanks retainers direct. Worst service I’ve received in my 30 years of life. Do yourselves a favor and avoid this scam company.  Date of experience: March 19, 2024",1,Pharma
kfol23,US,"Dec 4, 2023","The most unprofessional company I've ever seenI gave this company multiple chances but they didn't come through. They lost the first impressions we sent, (I had to contact them and ask what was going on after a month of not hearing from them ) and they made me pay for more putty to redo them. So we did them again, and then had to do one more impression. The shipping time is so long that each time you have to redo the impression it's at least a month by the time they send out the putty.  We have received a top retainer but not the bottom one, and they are not responding to my email. I would not use this company.Date of experience: June 04, 2023",2,Pharma
Zafar Haq,GB,"Jun 11, 2024","Scam companyScam company, I paid £119 on 3rd June2024. They sent impression kit on 15th May 2024. No reply. No contect.  I think its fraud. People save ur money. Do not order to this company Zafar Haq Order no 1970Customer no  2647 Newcastle upon TyneNE4 Date of experience: June 11, 2024",1,Pharma
Amber Miller,US,"Jan 9, 2024","The process from beginning to end took…The process from beginning to end took way too long. Over 6 weeks after I sent in my impressions and by that time my teeth had shifted. Th retainer itself is flimsy and does not feel snug at all. Not impressed.Date of experience: October 19, 2023",1,Pharma
Jaime Colon,US,"Jan 13, 2024","I’m so glad I found Retainers DirectI’m so glad I found Retainers Direct! When I learned of the cost for a replacement retainer at my dentist, I set out to find a startup who was revolutionizing the retainer industry and Retainers Direct was it. The process was convenient and affordable and the quality is just as good as what I’ve gotten from my dentist in the past. I highly recommend following the instructions exactly to make sure you have perfect impressions of your teeth as that is key. For example, they suggest sending in a picture of your impressions before mailing them in to make sure they were done correctly, don’t skip this step! It was also very easy to communicate with the team at Retainers Direct when I needed to. Overall I had a great experience and will definitely use them in the future.Date of experience: November 01, 2023",5,Pharma
Dan,US,"May 7, 2024","They strung me along for eight weeks and the retainer doesn’t fit because of random alterationsIt took two long months, eight weeks, to receive the retainers. Every week I emailed asking for the status, and every week I get an automated reply claiming that my order is in the final stages of production and would be shipped out in a few days. I have email after email, going back weeks, stating the exact same thing from their automated customer service. I finally received the retainer and along with a note saying that the mold lacked detail and had distortions. For eight weeks I waited and not a single person contacted me to tell me this. Instead of contacting me directly and being honest about the timeline and the problem, they made random alterations. The retainer does not fit my teeth and causes severe pain. When I asked for my money back, they asked for photos, without giving me a solution nor a timeline of how long a replacement will take. I have no confidence in this company and their lack of care for their customers. A replacement would likely take weeks and weeks if not months like the original retainer order. Who is going to pay for the damages to my teeth in the meantime? I have filed a complaint with a Better Business Bureau and with the FTC because of their dishonest business practices. If I don’t get a satisfactory resolution in a timely manner, I will be seeking damages.Date of experience: May 06, 2024",1,Pharma
Caitlin Anderson,US,"May 10, 2024","Waste of time.If you have the opportunity to go anywhere else - do so. I sent my impressions on February 15 (they received them on the 20th). I JUST called (may 6th) and had to cancel my order because they still weren’t shipped. I was strung on for multiple weeks through emails that said “we think they will be shipped this week”. I worked with Tanner in customer service over email and I told him to please call me and he said “I tried calling but you didn’t answer” but I know for a fact he didn’t call me. I had to call multiple times in order to get someone to pick up the phone so I could get a refund. And when they say “full refund” it’s not true. I paid $91 total and only got $74 back due to their “fees”. Overall it was a terrible experience and waste of my time. I hope my teeth haven’t shifted too much waiting for my retainer that never came. Date of experience: February 19, 2024",1,Pharma
Amy Adams,US,"Jan 9, 2024","Retainers Direct went above and beyond…Retainers Direct went above and beyond for my daughters retainer.  Their customer service is superb and their retainers are of the highest quality.  I would highly recommend trying them out if you are in the process of getting a retainer through regular means.Date of experience: January 09, 2024",5,Pharma
zoe thompson,US,"Dec 4, 2023","This company had been horrible to work…This company had been horrible to work with. Wasting a lot of valuable time when it comes to teeth the move quickly once braces are removed. They don’t respond and lie when they do. I was golf 2 weeks ago my order was shipped but still haven’t received tracking or anythingDate of experience: December 01, 2023",1,Pharma
Madison Kay Sanderson,US,"Jun 28, 2024","Would recommendDoing the impression mold was fairly easy to follow with the online instructions, I would recommend thoroughly going through the instructions ahead of time because my first impression putty set too quickly as I was reading before I could bite into it. Fortunately, they provide a total of 3 putty sets so I was able to redo it with no issues on the 2nd try. Mailing the impression out was super easy, my only complaint was that it took about 2 months from when I dropped the package at the post office to receiving the retainer and I thought it may have gotten lost in the mail. A notification that the impression has been received and the ability to track the retainer shipment would be a great addition. However, upon receiving my retainer, it fit perfectly! It actually fit so perfectly that I thought it was stuck after the first insertion, but starting from the molars I was able to ease it off and after a few nights it loosened just a tad to come on and off easier. I would definitely recommend versus an in-person visit with the orthodontist!Date of experience: April 30, 2024",4,Pharma
Jake Heller,US,"Updated Jun 6, 2024","Over a month late and still not shippedI ordered back in march, sent everything back promptly, and have been getting the run around for a month now. They still have not shipped and am really disappointed. I got them, they did not fit, they are not responding to my request for a refund.Date of experience: May 01, 2024",1,Pharma
Wyatt Woolf,US,"May 1, 2024","The device was very similar and felt…The device was very similar and felt the same as the retainers we received from the orthodontist.  This was a back up pair that I purchased for my son. Date of experience: March 15, 2024",5,Pharma
Alfred Rodriguez,US,"Feb 13, 2024","Not goodNot good, I paid 164 dollars and the retainers were never sent to me. They sent me a kit and I did it  and sent it back to them and I have never received the retainers, not a call nor email and still waitingDate of experience: January 15, 2024",1,Pharma
Zoë Hardman,GB,"Nov 13, 2023","Poor comms, poor productThere are several aspects that have made this a disappointing experience. The information on the website on how to take the impressions is contradictory to the instructions in the box in terms of when and how to send the impressions back to them. I also had to pay extra for postage, despite being in the free-return window because the box was slightly bigger once the impressions were in it.The end result is poor quality. The retainers barely cover the teeth, so they’re unlikely to offer the support needed. When I complained about these things, the communication has been dismal. I’ve had to chase several times, ultimately taking weeks to get any sort of “final answer”. That final answer basically being ‘deal with it’.I get the feeling this is a small business being run on the side of a busy dental practice, which is no bad thing but clearly they don’t have the time or resource to manage both businesses and should focus on one. All in all, my advice is to go to your orthodontist and pay the extra.Date of experience: November 13, 2023",1,Pharma
Meredith Whitley,US,"Jul 17, 2024","These retainers are a jokeThese retainers are a joke. I guess this is what I get for wanting to save some money. It all started out fine. I paid my money and received the impression kit shortly after that. We completed the impressions following the instructions and sent photos of the impressions to get them approved before sending them back. We received approval of the impressions and sent them in to have the retainers made. The time it took to get the “retainers” back was a bit ridiculous, and to my surprise when we opened the package there was a post card that was filled out with boxes checked that said things like “your upper impression was shallow did not capture all the teeth or the gumline” and “your upper impression had some distortion and lacked detail” The same comments were made for the lower impressions. Then there was a handwritten part of the postcard that said “Lower last molars not included.” Are you kidding me? Why on earth would you have made the retainers if the impressions were not good enough and didn't even include ALL OF THE TEETH?? Why would you have “approved” these impressions? This is absolutely mindboggling to me that you would deliver a subpar product and include a note basically saying “the impressions were no good, so here’s some crappy retainers”? How is this your business model? If you want poorly made retainers, I guess this is where you should purchase from. Date of experience: April 07, 2024",1,Pharma
Emma Rodriguez,US,"Nov 2, 2023Verified","Wonderful deal on the kit with foam and…Wonderful deal on the kit with foam and whitening pens. I was very happy that a discount was allowed to be used on top of that. Extremely quick preparation and shipping.Date of experience: November 01, 2023",5,Pharma
David Samuels,US,"Mar 15, 2024","The upper tray doesn't fit…The upper tray sent doesn't fit although tried multiple times. They want you to pay additional for putty using defective tray. Date of experience: February 08, 2024",1,Pharma
Marla Maida,US,"Nov 21, 2023Verified","I still haven’t received my retainersI still haven’t received my retainers, and there’s been no emails with updates on where it is or how long until it’s delivered to meDate of experience: November 02, 2023",1,Pharma
Antho Cabrera,US,"Apr 24, 2024","Does someone know how to contact this…Does someone know how to contact this company ?The only has email and their phone number is only for messages.It's been more than one month and nothing is up. When a contact them, they say that the package is arriving late …. But they donygive you any date Date of experience: February 29, 2024",1,Pharma
Amanda,GB,"Jun 12, 2024","Don’t bother with this companyDon’t bother with this company. My retainer isn’t fitting correctly. Emailed 3 times and no reply at all. I’m discussed to be honest. They took the money quick enough but don’t want to help when there is an issue 😡Date of experience: June 05, 2024",1,Pharma
customer,GB,"Apr 14, 2024","DisappointingDisappointing. Pack arrived promptly & photo check was quick to reply & give advice. When I thought I got it right (and photo check was given all clear) I sent it off. Got the retainer in ok time - 1-2 weeks but the bottom one is loose. I emailed 3 times asking for help / if I can get a new one done and resend & didn’t hear back. Waste of money then! Done bother. Pay a little bit more and get a dentist to do it so it’s right. If I’d heard back & they fixed it I would have rated well but pointless now Date of experience: April 14, 2024",1,Pharma
Nick,US,"Mar 15, 2024","Retainers fit greatRetainers fit great! A bit of delay due to high demand but CS responded to all my inquiries quickly. Date of experience: March 15, 2024",4,Pharma
E S,US,"Feb 3, 2024","Excellent customer service and quality…Excellent customer service and quality product. Tanner replies to inquiries promptly. Any issues are resolved  professionally and swiftly. The quality and fit of the retainers is great. Highly recommended for saving money and visits to the orthodontist.Date of experience: January 25, 2024",5,Pharma
K Stahl,US,"Nov 3, 2023Verified","At this point have only got one out of…At this point have only got one out of the two retainers and it was cut short so doesn’t cover the teeth.  Had to pay for addition mold to redo.  Has not been a good experience so far.Date of experience: November 02, 2023",2,Pharma
Jorge R,US,"Apr 17, 2024","It has been 4 weeks and I haven’t…It has been 4 weeks and I haven’t received anything. I emailed them for an update they send it takes 10-15 days . Scrolling and looking all the reviews seems that is a scam . I’ll call the bank tomorrow to dispute the charge for a scamDate of experience: April 17, 2024",1,Pharma
K P,US,"Jan 2, 2024","It took almost two months to receive my…It took almost two months to receive my retainers only one of them fit the other was not even my bite. Was so disappointed. Now I’ll probably have to start over . It was a waste of moneyDate of experience: November 02, 2023",1,Pharma
Ann H.,US,"Feb 6, 2024","No Quality Control or Customer ServiceI ordered a first set of retainers and those fit well. Before this set wore out (about 8 months later), I ordered two more sets. When I needed to switch to one of the new sets (about two months later), they seemed like they fit, but my teeth began shifting within two weeks. I realized the two new sets had not been trimmed properly to hold my teeth in place. I wrote and asked them if I could send them back to be trimmed. They refused. I was not asking for a new set. What a waste of money. The quality control is obviously lacking.Date of experience: February 05, 2024",1,Pharma
William Banks,US,"Apr 30, 2024Verified","The retainers don't fit my teeth…The retainers don't fit my teeth properly. The retainers are changing the shape of my teeth. Please refund my purchase. Thank you.Date of experience: January 31, 2024",2,Pharma
cynthia Torres,US,"Jun 11, 2024","As always when you find something that…As always when you find something that is too good to be true, you have doubts. But I gave it a try and it was great. Took some time to get here but finally I got them and they work perfect. The process was easy and the price is great.100% recommendedDate of experience: June 01, 2024",5,Pharma
Theresa M Real,US,"Sep 30, 2023","This is my second set of upper and…This is my second set of upper and lower retainers. The first set was good, but this one is fantastic. It fits perfectly and is very smooth. I’m glad they sent my impressions this time so I have them to be used in the future.Date of experience: September 29, 2023",5,Pharma
A SP,GB,"Jan 1, 2024","Scam …I ordered an upper and lower retainer from this company. They sent me my lower and no upper. I emailed them many many times about this with no response. I finally got one reply and they have ignored me ever since. Do not buy from this company. They will scam you.Date of experience: September 01, 2023",1,Pharma
Harith Ibrahim,US,"Nov 25, 2023Verified","I love the service and what they do but…I love the service and what they do but my only problem it takes a long time until I receive my retainers. I received them after 3 weeks.Date of experience: November 06, 2023",4,Pharma
Sly Rankin,US,"Jan 19, 2024","It’s been about 3-4 months and so farIt’s been about 3-4 months and so far, so good. The process was intimidating but easier than expected and my retainer fits surprisingly well. Sooooo much more affordable than the conventional orthodontist retainer.Date of experience: January 18, 2024",5,Pharma
Amal Abdelaziz,US,"Updated Apr 13, 2024","SCAMSCAM! I am serious this is a scam. They sent me a kit, I sent them the kit back on March 16. Then two weeks passed by and when I asked them about an update, they informed me they are working on the kit and I will receive the retainer this week. Of course, I got nothing from them and when I asked them about an update, they said they have not even received my kit and blamed it on USPS. How can you tell me you are working on it then tell me you don’t have it?? Then their customer service stopped replying to my emails.  Scam company that was made to steal money. Avoid at all costs. My teeth already moved while waiting for them. Date of experience: April 10, 2024",1,Pharma
Michael Brown,US,"Jul 11, 2024","retainers made with inferior materialsI ordered my retainers after taking the molds of my teeth and it took a long time with very little communication about the timing.  I had to badger the company several times as it was more than double the estimated time to make the retainers.  Then, inside of 30 days, the top retainer cracked.  They replaced it at no cost which was fine.  I was hoping that was a one off as in the past when I had retainers they did not crack.  These seem to be of thinner material.  I had purchased the multi-year replacement program and figured this would be good.  Recently, now about 3-4 months later the bottom retainer cracked.  They said it was possibly because i may clench or grind my teeth which may be true - I am not sure, but these should be thick enough to withstand what is normal activity.  When I asked about the cracked bottom retainer, they asked for photos which they had one as well on the first round.  I sent them and they offered to replace it with a $49 charge.  Frankly, I thought that was my discounted price anyhow under the 3-year program which I paid extra for.  Now, they also want me to send back my molds to make the new retainers.  This does not make sense as I did not have to do this when they replaced by cracked upper retainer.  This process is complicated and I am not very pleased.  I think they should be able to send these more quickly and with less hassle and not crack so easily.  They should last with normal use for at the very least - one full year.  I am only part of their program as SmileDirect went under so this is overall a disappointing experience.  Of course, Retainers Direct had nothing to do with Smile Direct so this is not reflective of that component.  Date of experience: July 11, 2024",2,Pharma
Matt Baumann,US,"Dec 13, 2023","If Time is of the Essence, Look ElsewhereI had Invisalign orthodontic work done several years ago and only wear my retainers at night to keep them in place. The set I was originally given was getting gross and cracked so I decided to try Retainers Direct to get a fresh set.The in-home impression kit was straight forward enough. I sent those in and they confirmed they were received via email on 11/9. On 11/11 I received an email stating they were working on the retainers, and that typical turnaround time was 7-10 days. Sounded reasonable to me.12/1 came and I still had not received the retainers, nor any updates from the company, so I reached out. Received an email back stating that they apologized for the delay, and that my retainers should be sent out that week. Frustrating, but fine at least I'd be getting them soon.It is now 12/13. I have received no further updates. I still do not have my retainers. At this point I'm wondering if I'll be getting them at all. Do not tell your customers the turnaround is 7-10 days when it has now been well over a month without receiving them. I'm not usually one to complain about companies, but when it comes to retainers customers need them quickly to avoid further shifting of teeth. Thankfully my existing pair are still holding up. If I don't wear them for 2 nights in a row my teeth already begin shifting. Frankly this is just unacceptable from Retainers Direct.Not to mention, they are misrepresenting their Trust Pilot rating on their website as being 5 stars. That's clearly not the case, so on top of having poor service, they are just flat out lying to you. Look elsewhere for retainers.Date of experience: December 12, 2023",1,Pharma
Kissy,US,"Jul 19, 2024Verified","I'm very happy with the costume…I'm very happy with the costume services and the company makes me feel secure and happy thanks. Date of experience: July 01, 2024",5,Pharma
Miry Russell,US,"Updated Dec 7, 2024","Difficult Process, Received Refund3rd Update- They have issued me a refund which I appreciate and feel is a fair response to the ill-fitting retainer. I will be seeing an orthodontist to get a replacement retainer. 2nd Update- They changed their minds and will not be giving me a refund because it's been 60 days from the date of purchase. That is a terrible policy given that how long the process takes is not solely dependent on you as the customer.Update- I have been offered a refund for the lower retainer which I appreciate and feel is an appropriate response. I have chosen to update my review from 2 stars to 4. Upper Impression and Retainer  I chose Retainers Direct as a more affordable alternative to purchasing retainers from an orthodontist. Their videos and instructions for creating dental impressions at home with putty and a tray appeared simple enough.  Initially, I had issues with my upper impression. After submitting pictures via email for review, my upper impression was rejected. I had to purchase $15 putty and return labels multiple times to retry the process. On the positive side, their customer service representative was friendly and helpful, and they provided video support to guide me through the process.  Once my upper impression was finally approved, I sent it in, and they successfully created my upper retainer.  Lower Impression and Retainer  My lower impression was initially approved through email, but after I mailed it in, they claimed it was distorted and needed to be redone. This was frustrating, as the approval had already been given. I understand that evaluating impressions via email can be challenging, but I believe the company should assume responsibility for their approval process. If more pictures were required for an accurate evaluation, they should have requested them upfront rather than rejecting the impression post-shipment.  To resolve the issue, I had to purchase more $15 putty and return labels, which I felt the company should have covered since the mistake stemmed from their approval process. After several attempts and video call support, my final impression was deemed acceptable via video call. I emailed pictures, didn’t receive a reply, and sent it in. Unfortunately, the lower retainer they made does not fit.  I reached out to them several days ago about the ill-fitting retainer but have not received a response. While they did send me a case and retainer cleaning solution as a goodwill gesture, it does not address the unresolved issue.  Overall Impression and Recommendations  The customer service team at Retainers Direct is friendly and willing to help, but the process of creating accurate dental impressions from home seems fraught with challenges. While I appreciate their support, I believe the company needs to take responsibility for approving impressions via email. If an impression is later deemed unacceptable, they should cover the cost of additional materials and shipping.  Additionally, if a retainer is made from an approved impression and doesn’t fit, a refund or replacement should be provided. This is essential to maintain trust and satisfaction with their service.  I rarely leave negative reviews, but I hope this feedback is seen as constructive criticism. With a few process improvements, Retainers Direct could become an excellent option for affordable retainers.Date of experience: November 25, 2024",4,Pharma
Vengeance,CA,"May 12, 2024","Terrible company that takes forever to…Terrible company that takes forever to reply to via email and not very accomodating at all. Date of experience: May 11, 2024",1,Pharma
JH,US,"Updated Sep 13, 2023","Lost my impressions, poor quality, etcMy impressions fell out while they were being shipped back to Retainers Direct; the seal must've broken on the Retainers Direct-provided envelope or something must've happened with USPS as I took care to make sure it was sealed before sending it off. It took a while for them to get back to me telling me the impressions fell out in transit, and I was relying on those retainers so now my teeth shifted far enough where I need treatment again. I accepted their offer for a refund on the retainers, but now they’re trying to subtract $20 from my refund to cover shipping and impression costs (as part of their 30-day return policy, but this wasn't applicable as it's not like I changed my mind or anything like that). They were the ones taking care of shipping and obviously shipping failed, so why is the customer paying for it? I’ve ordered from them before and always had issues (poor quality retainers, etc), so no longer coming back and couldn’t recommend them.Date of experience: September 09, 2023",1,Pharma
Himank Ohri,US,"Jan 27, 2024","Great ExperienceGreat process, was relucant at first but the entire process was really simple and my retainer fits perfectly!Date of experience: January 27, 2024",5,Pharma
Jose Riggs,US,"Aug 2, 2024","Bad experience with Retainers DirectBad experience with Retainers Direct. Waste money and time and I do not recommend to anyone!Date of experience: July 22, 2024",1,Pharma
Mom of,US,"Nov 20, 2023Verified","Not sure how they didNot sure how they did. I sent my molds in last week but haven’t received confirmation of receipt. I’ll give them a couple weeks.Date of experience: November 01, 2023",2,Pharma
Sherri Rocha,US,"Jun 15, 2024","Retainers are awesome and I love the…Retainers are awesome and I love the whitening/cleanser foam! Great service!Date of experience: June 15, 2024",5,Pharma
Chris Gist,US,"Jul 19, 2024","Not satisfied with my retainersThe bottom retainers fit really good, the Top retainers are incomplete and doesn’t cover my gum line area and they don’t cover all my top teeth, I’m surprised they even sent me those retainers, and they sent a message on a note that I couldn’t read and understand do to sloppy hand writing.Date of experience: March 15, 2024",3,Pharma
Gina,US,"Dec 19, 2023Verified","Easy to work with fast shipping I hope…Easy to work with fast shipping I hope im going to be happy with my retainerDate of experience: November 30, 2023",5,Pharma
Anne Lapsley,US,"Mar 24, 2024","Fantastic!Honestly fit better than the retainer my orthodontist made for me. Super responsive and pretty quick!Date of experience: January 29, 2024",5,Pharma
Randee Griffin,US,"Jan 3, 2024","Well cared-for retainer cracked after…Well cared-for retainer cracked after only 3 months.  Loved the set until this happened.Date of experience: January 03, 2024",2,Pharma
Kiara Williams,US,"Jul 16, 2024","The retainers are great but I didn't…The retainers are great but I didn't receive a case for them.Date of experience: July 15, 2024",4,Pharma
Lynsey Neufeld,CA,"Oct 5, 2023","No transparency on shipping costs for…No transparency on shipping costs for Canadian customers. Emailed customer service for confirmation on shipping address and addressee as I was informed after purchasing that shipping label would not be prepaid as I am in Canada, did not receive a response from customer service.Date of experience: October 05, 2023",1,Pharma
Chad,US,"Jul 17, 2024","Unfortunately I don’t have anything…Unfortunately I don’t have anything good to say about Retainers Direct. I was one of the people that used SmileDirect…and I was used to poor customer service (but always a good product). Before I purchased from Retainers Direct I called and spoke with them. They told me how they are a small mom and pop operation and offer the BEST customer service, and a superior product to other retainer companies. They reassured me that I will be very pleased and they always make sure their customers are happy. Unfortunately, that was the last positive experience I had with Retainers Direct. I ordered my retainers and it took 4x longer to receive than what they quoted to me. I called and emailed and several times and all but 1 of messages were ignored. When I finally did get somebody on the phone and I explained that I have been waiting close to 2 months for my retainers, her response to me was “we are very busy. We have many orders. There’s nothing else I can tell you. You’ll get your retainers as soon as they are ready.” Fast forward - I did get my retainers without having any communication from the company at all. No apologies about it taking so long. No discount code for future orders since the order did take so long and I received such poor service. No tracking # once they did ship. Nothing! Now, the icing on the cake…my brand new retainers cracked after having them 1.5 months. I contacted Retainers Direct to let them know and they told me “we offer a 30 day return policy. Sorry about that, but the only thing I can help you with is ordering a new pair.” I NEVER had retainers crack before with any other company, and I would use them 6 months to a year at a time.  My suggestion for anybody reading this is DON’T purchase your retainers from Retainers Direct. There are other companies - purchase from somebody else. I only wish that I had read a review like the one I’m writing before I ever purchased from Retainers Direct. I hope I’m saving some potential customers from purchasing from this sham of a company. They offer the WORST level of customer service and a terrible product that will not hold up! I cannot begin to tell you how frustrated and angry I am with my experience. Date of experience: June 08, 2024",1,Pharma
Phoebe Huggins,US,"Feb 7, 2024","I ordered a replacement upper retainerI ordered a replacement upper retainer.  It arrived fast and fits great. I recommend this company for a replacement retainer.Date of experience: February 07, 2024",5,Pharma
Melinda Bailey,US,"Sep 24, 2023Verified","My son broke his retainerI ordered this for my son that needed a new retainer. It was easy to use and came back and fits fantastic! I am very pleased with the whole process and the cost.Date of experience: September 05, 2023",5,Pharma
Vickey Mendoza,US,"Sep 11, 2023","Quick and easy with great results!Very easy and quick process! The directions were clear and the retainers fit perfectly and comfortably! Definitely recommend!Date of experience: August 07, 2023",5,Pharma
Nataliya Magondu,US,"Nov 5, 2024","The retainer was great just took too…The retainer was great just took too long to get it back. Date of experience: November 05, 2024",4,Pharma
Debbi ,US,"Updated Sep 19, 2023Verified","Best for ever!Best fit ever! Stronger than Smile Direct. Couldn't be happier.Date of experience: August 14, 2023",5,Pharma
Letty Olguin,US,"Apr 6, 2024","It’s been more than 2 months and still…It’s been more than 2 months and still haven’t received my order !!!!!! Not what I expected Date of experience: April 06, 2024",1,Pharma
Jacob Solomon,US,"Updated Sep 21, 2023","Nightmare process and poor customer serviceI got my lower impression right off the bat but struggled with my upper. I ordered multiple sets of putty (and the company included a free 3rd set each time which I really appreciated) but still could not get a good impression of my upper. I was getting frustrated.Finally, on my own accord, I went to a local orthodontist where I was lucky enough to receive a ton of help from their impression specialist. We used my last two sets of putty and still couldn't get a good impression. She even commented that their putty is just not up to the job. She used HER OWN putty mix and got me a great impression. Without her I would have been screwed... Got my lower and upper impression to Retainers Direct and before I knew it I had a tracking number. Yay finally almost done! Nope not at all. They sent my retainers to Florida (I live here in Abq, NM so the shipping should've been easy since I'm local). I got ahold of Tanner at Retainers Direct and explained to him the situation. He apologized and said they'd re-ship my retainers with 1 day shipping. 2 days pass and still nothing... so I call back and get ahold of Richard, their retainer specialist. He says he will let Tanner know to call me back. Of course Tanner never calls me back so I call back 2 days later and again Richard picks up. He goes ahead and looks into my retainers for me and says that they were never even shipped... Tanner told me 1 day shipping and never sent them lol what a joke.Richard, an absolute saint, says he will create a new set of retainers for me THAT DAY and will drop them off at the orthodontist where I received help at. I stopped by there the next day to pick them up and finally this grueling process was over.All in all I would've paid more money to get something like this done in person. This company makes creating impressions sound easy and convenient and when it's not, they're barely there to help you.Shout out to Lisa at the orthodontist and Richard. They were the only ones that actually helped me.Date of experience: August 19, 2023",2,Pharma
Jeremy Lewis,US,"Jun 29, 2024","The product is solid qualityThe product is solid quality, and I am very satisfied with it. Date of experience: June 28, 2024",4,Pharma
skyah knight,US,"Oct 23, 2023Verified","shippingi have not yet received my retainers and u feel like i never will.Date of experience: October 02, 2023",1,Pharma
Dylan M,US,"Sep 25, 2023Verified","Quick & EasyEasy instructions to follow, lots of helpful emails along the way, way cheaper than going into the orthodontist office.Date of experience: September 07, 2023",5,Pharma
Alex Mohawk,US,"Sep 25, 2023Verified","Impression kit came quickly and…Impression kit came quickly and instructions were easy to follow.Date of experience: September 06, 2023",5,Pharma
TW,US,"Sep 7, 2023Verified","Coupon, not reallyI wanted to use a coupon i found but when i used it, it deleted the free shipping and used all but $2.50 for faster shipping whether i wanted it or not. WeirdDate of experience: September 05, 2023",4,Pharma
Catalina Pacheco,US,"May 17, 2024","Total scamTotal scam! They send you an impression kit and after you mail off they tell you sorry next week sorry next week. Stole $160 from me! Don’t do it Date of experience: April 02, 2024",1,Pharma
Dan Kerns,US,"Updated Apr 2, 2024","The retainers took about a month and a…The retainers took about a month and a half to get after doing impressions, the top retainer was very tight I just tried to tough through it with no response, after about a month and a half of wearing the top retainer cracked from being so tight and I still have not gotten a response after a week and multiple emails. Date of experience: March 18, 2024",1,Pharma
Randee Griffin,US,"Jul 13, 2024","Cracked after only 3 monthsCracked after only 3 months.  Replacement offer of $170 definitely not acceptable. Date of experience: May 22, 2024",1,Pharma
Tonya Hebron,US,"Dec 6, 2023","My retainers don’t fit nor were they…My retainers don’t fit nor were they made to the mold I sent of my teeth. Hope they give refunds smhDate of experience: December 05, 2023",1,Pharma
